salgsmaaned,levetid,returnert,returmaaned
3,37.66446520280472,False,
3,16.023633725130015,True,20.0
3,9.3329174234658,True,13.0
3,14.67194407655018,True,18.0
3,21.619833161841843,True,25.0
3,7.625684512912738,True,11.0
3,21.68327770354923,True,25.0
3,28.807271516038597,False,
3,16.665248587878878,True,20.0
3,5.845004599355113,True,9.0
3,10.157535251581685,True,14.0
3,12.327338435324519,True,16.0
3,15.573982460188462,True,19.0
3,13.3853880876541,True,17.0
3,24.096196416006638,False,
3,17.692074778575684,True,21.0
3,9.821699656479584,True,13.0
3,3.6846165913532367,True,7.0
3,9.933633178305234,True,13.0
3,9.982850833301244,True,13.0
3,21.589236107844798,True,25.0
3,11.581932826010233,True,15.0
3,27.086919020515506,False,
3,17.44179449222772,True,21.0
3,19.33762965011004,True,23.0
3,22.34858681030802,True,26.0
3,2.9853994857408837,True,6.0
3,17.494423156255692,True,21.0
3,7.361745525345368,True,11.0
3,17.181423703773795,True,21.0
3,22.333632467826558,True,26.0
3,13.693664628274483,True,17.0
3,10.862802170713362,True,14.0
3,20.86336680223518,True,24.0
3,13.931883541685963,True,17.0
3,9.272028316114023,True,13.0
3,12.561398671004545,True,16.0
3,14.355357052383583,True,18.0
3,6.275806327213237,True,10.0
3,17.307065982108824,True,21.0
3,29.020125585164706,False,
3,12.918997959320656,True,16.0
3,3.9436267456754375,True,7.0
3,21.138058666070485,True,25.0
3,9.209669519983192,True,13.0
3,5.83874700150958,True,9.0
3,7.113753011028924,True,11.0
3,3.279156127725647,True,7.0
3,12.808425031925156,True,16.0
3,16.328609748955653,True,20.0
3,10.004088840635541,True,14.0
3,21.127694352971094,True,25.0
3,16.419380760752965,True,20.0
3,11.57160685992084,True,15.0
3,15.405840705971137,True,19.0
3,20.758121396793896,True,24.0
3,11.030598483168035,True,15.0
3,14.258642575368366,True,18.0
3,8.57577590141012,True,12.0
3,10.760742478421255,True,14.0
3,35.29740719829269,False,
3,16.996822550147954,True,20.0
3,15.069709857430356,True,19.0
3,27.660285975536805,False,
3,6.5468690268102865,True,10.0
3,23.93560562695928,True,27.0
3,26.129854840179384,False,
3,10.413878900846148,True,14.0
3,21.09140538892406,True,25.0
3,24.4204660890835,False,
3,25.581957605074468,False,
3,18.509123824258435,True,22.0
3,5.7817255093364786,True,9.0
3,6.531081711726779,True,10.0
3,31.444074081418844,False,
3,22.780922887947778,True,26.0
3,34.711958606256516,False,
3,17.078974807343023,True,21.0
3,22.471207317006098,True,26.0
3,4.2334978817112825,True,8.0
3,19.724894481958607,True,23.0
3,11.764900069045646,True,15.0
3,15.276929469611916,True,19.0
3,6.997769374487667,True,10.0
3,26.64826297109462,False,
3,16.04869928908383,True,20.0
3,14.359770475910718,True,18.0
3,14.537756578181355,True,18.0
3,3.649992977475998,True,7.0
3,28.883511063021132,False,
3,14.294296671184757,True,18.0
3,11.544669913539076,True,15.0
3,11.289106949592833,True,15.0
3,22.844899098466144,True,26.0
3,13.61977804536614,True,17.0
3,9.919384267793127,True,13.0
3,32.441703220358804,False,
3,14.51840176535996,True,18.0
3,9.012948801829204,True,13.0
3,20.893209024533657,True,24.0
3,21.577850843191786,True,25.0
3,13.211897141823375,True,17.0
3,10.320710087791705,True,14.0
3,37.57063702502823,False,
3,10.940943121203192,True,14.0
3,12.564355988797837,True,16.0
3,30.090008360649122,False,
3,12.151664125805894,True,16.0
3,10.83748782772455,True,14.0
3,25.901806903086545,False,
3,15.749841756893463,True,19.0
3,17.908591333880036,True,21.0
3,12.81886716402262,True,16.0
3,22.872536962614358,True,26.0
3,6.97128617862182,True,10.0
3,23.839089833940733,True,27.0
3,9.479093708353005,True,13.0
3,11.12560495786976,True,15.0
3,3.8914188127434794,True,7.0
3,24.259247460571615,False,
3,23.32928360872993,True,27.0
3,26.056334828999105,False,
3,11.002055061762562,True,15.0
3,8.545951245431347,True,12.0
3,23.19986763325738,True,27.0
4,12.987684144023707,True,17.0
4,22.492030961846666,True,27.0
4,12.976759833605815,True,17.0
4,13.430122537145877,True,18.0
4,3.653968068399226,True,8.0
4,21.96434467135811,True,26.0
4,11.53456683579385,True,16.0
4,6.1514054233161275,True,11.0
4,19.423138682828068,True,24.0
4,14.90051232106845,True,19.0
4,11.98025935572812,True,16.0
4,23.78065096156147,True,28.0
4,11.812387036252156,True,16.0
4,17.33373399198901,True,22.0
4,10.30181915604968,True,15.0
4,20.520333710341504,True,25.0
4,28.186051358363677,False,
4,21.413457192711114,True,26.0
4,13.335536768620406,True,18.0
4,26.971635184758384,False,
4,18.290349231050353,True,23.0
4,8.52957356643756,True,13.0
4,9.217814228087699,True,14.0
4,8.127073850871824,True,13.0
4,22.515377386939956,True,27.0
4,44.286178995146514,False,
4,23.027627871624937,True,28.0
4,4.552304195540245,True,9.0
4,16.568790427833708,True,21.0
4,26.56925151499657,False,
4,14.693906591494764,True,19.0
4,3.9228765766956535,True,8.0
4,10.92319629532517,True,15.0
4,11.063595377139707,True,16.0
4,8.225354984125964,True,13.0
4,10.677992225401976,True,15.0
4,25.33143445801383,False,
4,19.777647527994024,True,24.0
4,14.792190329961006,True,19.0
4,24.92173183441299,False,
4,25.980231095887426,False,
4,13.977191407922094,True,18.0
4,17.375202435914343,True,22.0
4,11.37307632184608,True,16.0
4,8.926308795409122,True,13.0
4,15.059764712785055,True,20.0
4,5.097374645608813,True,10.0
4,15.249750445334653,True,20.0
4,6.76071688008381,True,11.0
4,14.282639087599366,True,19.0
4,17.11815968100258,True,22.0
4,13.440162596364967,True,18.0
4,23.354811614082344,True,28.0
4,14.044765584842128,True,19.0
4,14.319243423819763,True,19.0
4,7.982136601092786,True,12.0
4,16.94645538573996,True,21.0
4,26.713203338015937,False,
4,25.549992817967855,False,
4,6.572526555746581,True,11.0
4,23.25156685006926,True,28.0
4,20.56486222326653,True,25.0
4,24.266424789008624,False,
4,26.70637477007783,False,
4,18.69023485578693,True,23.0
4,16.73100845640015,True,21.0
4,24.226427980809607,False,
4,20.79688254630657,True,25.0
4,11.882035349822784,True,16.0
4,20.11768341811429,True,25.0
4,12.048389730498917,True,17.0
4,19.61786088540063,True,24.0
4,14.778674350050235,True,19.0
4,11.286396889815974,True,16.0
4,12.194352929643026,True,17.0
4,2.3630735946999626,True,7.0
4,24.392746729915388,False,
4,14.570138253328215,True,19.0
4,11.772878536942814,True,16.0
4,14.67469815621811,True,19.0
4,20.431553192899642,True,25.0
4,15.931840744868495,True,20.0
4,12.116110507460126,True,17.0
4,19.024359480002737,True,24.0
4,17.553860474119222,True,22.0
4,26.844715088058237,False,
4,6.148356911505191,True,11.0
4,17.814390239621044,True,22.0
4,16.806658691925733,True,21.0
4,20.06786545545696,True,25.0
4,4.823466857242943,True,9.0
4,11.214889466555316,True,16.0
4,7.88876082841123,True,12.0
4,13.200189637874715,True,18.0
4,25.240413416652324,False,
4,9.038209704152468,True,14.0
4,19.432300818163746,True,24.0
4,26.227177346987794,False,
4,17.700952549316373,True,22.0
4,17.073524843444197,True,22.0
4,27.8001415347118,False,
4,23.028436128706502,True,28.0
4,15.261424422539498,True,20.0
4,24.114668921487034,False,
4,15.109176708121531,True,20.0
4,13.287785397933618,True,18.0
4,18.667307323300783,True,23.0
4,22.479873672134445,True,27.0
4,13.54851662950169,True,18.0
4,20.0079252911381,True,25.0
4,16.67915920581027,True,21.0
4,15.144904860791149,True,20.0
4,24.399299274264326,False,
4,9.105404916393018,True,14.0
4,6.591819862460025,True,11.0
4,19.571659856793083,True,24.0
4,16.523613728035176,True,21.0
4,36.67541093503111,False,
4,17.786143837190842,True,22.0
4,25.806579573637684,False,
4,14.843468101849343,True,19.0
4,4.376523905219924,True,9.0
4,18.524022118793564,True,23.0
4,9.584515561505414,True,14.0
4,13.438006952952913,True,18.0
4,30.89111237456679,False,
4,14.225341114296143,True,19.0
4,14.505531989693127,True,19.0
4,13.836493582752112,True,18.0
4,26.713480621514552,False,
4,7.42638170106798,True,12.0
4,13.85477575656048,True,18.0
4,9.747894672878513,True,14.0
4,12.352491548400817,True,17.0
4,19.02649046080525,True,24.0
4,14.000377647989428,True,19.0
4,24.959235841118556,False,
4,19.838598690755106,True,24.0
4,12.555508780622233,True,17.0
4,13.995453874486396,True,18.0
4,12.852425127803823,True,17.0
4,16.798494519843473,True,21.0
4,22.432689225619907,True,27.0
4,32.85910549553137,False,
4,8.510379892336415,True,13.0
4,21.294858404569556,True,26.0
4,10.155573067968062,True,15.0
4,24.32750636990231,False,
4,19.292336359671456,True,24.0
4,13.224686511916659,True,18.0
4,17.01815801450826,True,22.0
4,24.478413574741467,False,
4,11.716211375995197,True,16.0
4,24.668915299744217,False,
4,17.267521422236427,True,22.0
4,27.74908856051056,False,
4,22.605496307809936,True,27.0
4,17.778004212582175,True,22.0
4,14.54968551374033,True,19.0
4,22.93694135364384,True,27.0
4,23.94095160380041,True,28.0
4,7.628461831730773,True,12.0
4,22.544882509317553,True,27.0
4,12.60956191477436,True,17.0
4,16.49009639389388,True,21.0
4,4.137991110961714,True,9.0
4,31.279922756874996,False,
4,14.4513116137093,True,19.0
4,18.40882220720243,True,23.0
4,25.839944248706754,False,
4,16.753005584371486,True,21.0
4,11.52991131036785,True,16.0
4,11.235590138849831,True,16.0
4,24.058928225994443,False,
4,11.840521116369509,True,16.0
4,9.504085315966607,True,14.0
4,24.597650189517875,False,
4,8.089539432445727,True,13.0
4,21.305722363449334,True,26.0
4,11.367865765726647,True,16.0
4,4.459257177162316,True,9.0
4,25.42358003515811,False,
4,28.67305891299482,False,
4,22.825077378567798,True,27.0
4,13.794450934822631,True,18.0
4,6.104962618465344,True,11.0
4,10.49726949904554,True,15.0
4,13.67066128187335,True,18.0
4,23.647430038842067,True,28.0
4,39.617465415936984,False,
4,12.253926119208053,True,17.0
4,11.552974149333464,True,16.0
4,10.708150992758469,True,15.0
4,19.470259755700656,True,24.0
4,13.41956058094327,True,18.0
4,9.907332803204904,True,14.0
4,11.890662178127203,True,16.0
4,23.547918390634933,True,28.0
4,11.36290248478653,True,16.0
4,17.43308538841655,True,22.0
4,5.958777828123202,True,10.0
4,7.780966084869746,True,12.0
4,8.706175252256582,True,13.0
4,9.385609479509311,True,14.0
4,8.870715417188535,True,13.0
4,20.88744508258304,True,25.0
4,4.974257819085223,True,9.0
4,7.08318931629818,True,12.0
4,12.44245855545055,True,17.0
4,18.942406945669944,True,23.0
4,1.921684949575552,True,6.0
4,15.93937246899793,True,20.0
4,12.995201994453017,True,17.0
4,11.375804813483786,True,16.0
4,23.597269451881367,True,28.0
4,8.512574083065218,True,13.0
4,13.213370513025927,True,18.0
4,12.862651846770925,True,17.0
4,19.113199523553643,True,24.0
4,20.80127092230822,True,25.0
4,12.870992441246395,True,17.0
4,25.910073586634763,False,
4,20.64034319623504,True,25.0
4,10.497554399372131,True,15.0
4,2.3703044844630234,True,7.0
4,23.587326097808706,True,28.0
4,21.596571598600555,True,26.0
4,17.933453550998674,True,22.0
4,5.9894871300372845,True,10.0
4,18.63359576081645,True,23.0
4,13.081133169069169,True,18.0
4,8.107492186491541,True,13.0
4,18.0545424924445,True,23.0
4,3.020068299471418,True,8.0
4,29.651140580626667,False,
4,17.646033072394793,True,22.0
4,13.842030760582626,True,18.0
4,11.810639405302718,True,16.0
4,11.211186951037774,True,16.0
4,22.229301940441502,True,27.0
4,19.63733428712939,True,24.0
4,12.087779320392,True,17.0
4,19.0412590048697,True,24.0
4,4.382345928580779,True,9.0
4,13.949213950662084,True,18.0
4,13.052710416920434,True,18.0
4,15.811679374952979,True,20.0
4,11.458305023572684,True,16.0
4,4.819083502215035,True,9.0
4,8.259399028682921,True,13.0
4,8.789373761326338,True,13.0
4,17.18459630948983,True,22.0
4,8.748157090151492,True,13.0
4,8.177840947649754,True,13.0
4,18.527869672981513,True,23.0
4,23.184639735946458,True,28.0
4,20.501886943344655,True,25.0
4,9.145606166965077,True,14.0
4,1.25759226657142,True,6.0
4,16.32279279651844,True,21.0
4,19.45400123662876,True,24.0
4,9.277610400941978,True,14.0
4,19.344689704337043,True,24.0
4,31.043744466470418,False,
4,13.903914234293792,True,18.0
4,15.222624433256708,True,20.0
4,18.666997485626226,True,23.0
4,17.483521776308187,True,22.0
4,17.644999582804846,True,22.0
4,9.986466375601566,True,14.0
4,10.262034519349879,True,15.0
4,8.53145935862782,True,13.0
4,11.071941284170444,True,16.0
4,2.791020022306715,True,7.0
4,18.458013309021045,True,23.0
4,12.417351182029464,True,17.0
4,9.835615311746054,True,14.0
4,16.73562772567639,True,21.0
4,12.233052012199288,True,17.0
4,6.748334191043747,True,11.0
4,15.25921228693445,True,20.0
4,27.815456388812553,False,
4,7.711471525907924,True,12.0
4,23.096969544922963,True,28.0
4,14.470083601742555,True,19.0
4,12.867567379858265,True,17.0
4,16.15730917108129,True,21.0
4,25.96487716107743,False,
4,21.797705750647356,True,26.0
4,10.892707516440192,True,15.0
4,30.73066081210421,False,
4,24.176820087518994,False,
4,4.931701718702128,True,9.0
4,28.57814738682104,False,
4,16.12157899543619,True,21.0
4,10.864544981246041,True,15.0
4,29.053224982207144,False,
4,16.65289822798512,True,21.0
4,23.35521667731932,True,28.0
4,15.270926194368851,True,20.0
4,21.184706845142983,True,26.0
4,17.111929460837334,True,22.0
4,5.6284022176197235,True,10.0
4,10.216058714347296,True,15.0
4,9.349483850481509,True,14.0
4,14.589954592432077,True,19.0
4,11.313314809515687,True,16.0
4,10.488881707771304,True,15.0
4,23.960748503328077,True,28.0
4,11.286423165044699,True,16.0
4,28.55034181982031,False,
4,29.415907363635128,False,
4,16.431331214879908,True,21.0
4,12.533767534015197,True,17.0
4,13.675286238757202,True,18.0
4,9.994621315210367,True,14.0
4,11.703916995595007,True,16.0
4,30.20736039710067,False,
4,13.08736886388256,True,18.0
4,19.330925269189496,True,24.0
4,9.613669308872291,True,14.0
4,15.03736947879515,True,20.0
4,23.363435085498164,True,28.0
4,18.456012686290897,True,23.0
4,1.0554331419783685,True,6.0
4,13.73198119030642,True,18.0
4,12.103821465808565,True,17.0
4,18.972948170766827,True,23.0
4,11.024175885804311,True,16.0
4,15.7752452024663,True,20.0
4,26.157895069027777,False,
4,14.80375191280581,True,19.0
4,12.08062946941778,True,17.0
4,26.84135261809035,False,
4,13.955184950869722,True,18.0
4,9.344988027503248,True,14.0
4,21.768036231839368,True,26.0
4,9.858031574188365,True,14.0
4,7.411773167910487,True,12.0
4,15.716845776815333,True,20.0
4,17.470131174968284,True,22.0
4,16.590451820312072,True,21.0
4,18.14116524665865,True,23.0
4,16.139831991306988,True,21.0
4,19.025698571610494,True,24.0
4,31.030419273347427,False,
4,16.352572510221275,True,21.0
4,13.319916697103913,True,18.0
4,15.496216777160319,True,20.0
4,4.776132874738784,True,9.0
4,13.471545733020513,True,18.0
4,18.7917783779243,True,23.0
4,14.988231306706105,True,19.0
4,20.13249737636177,True,25.0
4,17.5948557545819,True,22.0
4,14.012914217205951,True,19.0
4,14.821610300862284,True,19.0
4,11.76117288423458,True,16.0
4,17.122220922944475,True,22.0
4,12.321549247350742,True,17.0
4,6.5494979516540095,True,11.0
4,22.617632406542732,True,27.0
4,24.890971298377263,False,
4,25.724752657630436,False,
4,4.850141739932592,True,9.0
4,22.999617110985774,True,27.0
4,18.129477134728184,True,23.0
4,8.136344336327758,True,13.0
4,11.763576726460215,True,16.0
4,12.247194638521162,True,17.0
4,5.698999324879113,True,10.0
4,14.106170358497382,True,19.0
4,12.03542599203948,True,17.0
4,12.079622764792772,True,17.0
4,17.454162445523743,True,22.0
4,7.866521666012393,True,12.0
4,9.220477576858867,True,14.0
4,10.436280604102523,True,15.0
4,12.266868385644813,True,17.0
4,24.33904550655224,False,
4,17.139047885430244,True,22.0
4,8.020612839060952,True,13.0
4,18.409201803941972,True,23.0
4,19.68978187605249,True,24.0
4,42.23387626847444,False,
4,6.262992325166625,True,11.0
4,19.93015131642862,True,24.0
4,16.355785375108702,True,21.0
4,33.988322230308675,False,
4,1.004008640992006,True,6.0
4,25.75960079041166,False,
4,10.217562209882082,True,15.0
4,19.391551393112763,True,24.0
4,15.014713336309308,True,20.0
4,15.966130576922753,True,20.0
4,9.144090566965971,True,14.0
4,5.904670690368007,True,10.0
4,9.45885335182188,True,14.0
4,4.146457763048033,True,9.0
4,20.09267098337414,True,25.0
4,10.072380667438235,True,15.0
4,17.672048467004444,True,22.0
4,15.561627342854692,True,20.0
4,10.025490467378741,True,15.0
4,11.280177980592514,True,16.0
4,5.973857048259053,True,10.0
4,18.960380761625494,True,23.0
4,13.756712500266909,True,18.0
4,8.52557684245357,True,13.0
4,10.213691208322832,True,15.0
4,11.915072377212798,True,16.0
4,14.432346513017208,True,19.0
4,13.938744521960876,True,18.0
4,27.044991636490465,False,
4,8.578279485670615,True,13.0
4,17.40817818557649,True,22.0
4,15.002936014478944,True,20.0
4,11.20328921015142,True,16.0
4,19.89836324907638,True,24.0
4,22.74601524504142,True,27.0
4,26.890185686578263,False,
4,10.898131065785707,True,15.0
4,25.21081912666286,False,
4,12.541940756128742,True,17.0
4,5.329949473250798,True,10.0
4,24.23513534730481,False,
4,22.093261869448302,True,27.0
4,9.863636199983675,True,14.0
4,16.19361518089825,True,21.0
4,4.4275452029320945,True,9.0
4,14.273313012319447,True,19.0
4,20.16770332574034,True,25.0
4,32.54306736639007,False,
4,4.22950772478997,True,9.0
4,23.29853395334288,True,28.0
4,19.177890890366776,True,24.0
4,5.095449313759792,True,10.0
4,18.307521325799375,True,23.0
4,14.209460674619727,True,19.0
4,11.963518875768276,True,16.0
4,24.656732224493652,False,
4,18.602037591632058,True,23.0
4,22.158790866630735,True,27.0
4,41.42341289489381,False,
4,26.436469049271764,False,
4,26.531446434981678,False,
4,29.884399200036125,False,
4,24.05193289203009,False,
4,8.792640324655355,True,13.0
4,15.640624270588713,True,20.0
4,15.320882713782717,True,20.0
4,15.749157339047994,True,20.0
4,21.7919776733253,True,26.0
4,17.443951215073863,True,22.0
4,14.931296488585135,True,19.0
4,23.15692649766571,True,28.0
4,13.175470021913226,True,18.0
4,15.979201138835021,True,20.0
4,16.26718181865607,True,21.0
4,16.96175645229494,True,21.0
4,4.988724787321676,True,9.0
4,9.420155252434771,True,14.0
4,5.201842566340897,True,10.0
4,25.669750884788684,False,
4,15.369726545021802,True,20.0
4,19.488581218537274,True,24.0
4,16.309976812342786,True,21.0
4,14.524140607022439,True,19.0
5,13.87398193197502,True,19.0
5,14.269106212860814,True,20.0
5,18.867331505305582,True,24.0
5,22.034251396411072,True,28.0
5,9.997527973374114,True,15.0
5,12.023052303946393,True,18.0
5,8.116828607087255,True,14.0
5,10.451171500728192,True,16.0
5,6.049189271636656,True,12.0
5,27.516713411724275,False,
5,32.14734784678512,False,
5,12.63183086143577,True,18.0
5,18.94521386272863,True,24.0
5,4.808803198177606,True,10.0
5,16.47771762526892,True,22.0
5,26.42984096626385,False,
5,8.432047252126122,True,14.0
5,6.353540674166385,True,12.0
5,16.042274217552603,True,22.0
5,20.774254415017925,True,26.0
5,7.159696883949902,True,13.0
5,13.254300111804302,True,19.0
5,5.856625223409267,True,11.0
5,34.827251084115076,False,
5,7.061004230684825,True,13.0
5,11.145564320236506,True,17.0
5,7.777737567968372,True,13.0
5,25.693448868520143,False,
5,15.168036266152747,True,21.0
5,13.706219348401246,True,19.0
5,21.401388511444452,True,27.0
5,19.9359541189743,True,25.0
5,6.704706273281841,True,12.0
5,15.522594515182607,True,21.0
5,21.91729651917075,True,27.0
5,12.431591579263605,True,18.0
5,14.268596976571585,True,20.0
5,4.782155166355424,True,10.0
5,1.4362977800095407,True,7.0
5,4.950061746012987,True,10.0
5,8.90588316295669,True,14.0
5,4.595902136969902,True,10.0
5,18.19023476451041,True,24.0
5,20.5785000603836,True,26.0
5,7.497214531203652,True,13.0
5,3.691273734466444,True,9.0
5,30.853040815018062,False,
5,22.82231521953814,True,28.0
5,5.478444209352053,True,11.0
5,17.64719159371942,True,23.0
5,4.623718343350355,True,10.0
5,13.20969991206485,True,19.0
5,27.11610032013342,False,
5,16.361376991853845,True,22.0
5,11.74681102894172,True,17.0
5,3.3495217173072644,True,9.0
5,8.591120279595106,True,14.0
5,2.9655485495404053,True,8.0
5,4.712335735614008,True,10.0
5,9.810661377265989,True,15.0
5,4.1813455339210135,True,10.0
5,7.963394722763916,True,13.0
5,24.05590502388218,False,
5,16.293080266533625,True,22.0
5,17.843019509626185,True,23.0
5,8.285546791556987,True,14.0
5,11.939547201676408,True,17.0
5,19.091474211837475,True,25.0
5,13.36843273532844,True,19.0
5,24.729766568519864,False,
5,7.369232396418799,True,13.0
5,8.477291521386054,True,14.0
5,13.906699060259529,True,19.0
5,25.835785036700685,False,
5,16.236042894596746,True,22.0
5,1.3254650703251358,True,7.0
5,19.73049355153574,True,25.0
5,6.487261421362089,True,12.0
5,8.046280109121426,True,14.0
5,25.506543728585957,False,
5,15.148414354181002,True,21.0
5,22.97291520977337,True,28.0
5,6.483309713170306,True,12.0
5,12.707664562234767,True,18.0
5,3.8853597576680072,True,9.0
5,14.42637239522559,True,20.0
5,18.51957032103204,True,24.0
5,10.500176800506523,True,16.0
5,29.219465799516055,False,
