sku_id,kategori,arsvolum,cv_target,pris,leveringstid_dager,lt_variabilitet,holdbarhet_dager,substitusjonsgrad,kampanjer_ar,salg_total,salg_gj_daglig,salg_std_daglig,salg_max,antall_nulldager,antall_dager,cv_observert,nulldag_andel,klasse
S00030,daglig,3673.16,0.262,31.29,4.61,0.273,17.4,0.499,3.42,7606,10.419178082191781,4.911805367783492,54,0,730,0.4714196579650209,0.0,1
S00031,reservedel,337.18,1.079,287.66,45.67,0.258,3136.3,0.093,0.29,399,0.5465753424657535,0.928822460821161,6,470,730,1.699349364409643,0.6438356164383562,2
S00032,ikke-mat,664.88,0.799,163.89,8.84,0.19,395.9,0.122,0.7,1661,2.2753424657534245,2.6665782301136924,27,156,730,1.1719458807844645,0.2136986301369863,1
S00033,premium,216.42,1.249,829.81,8.72,0.301,1300.0,0.355,0.13,406,0.5561643835616439,1.0117263494330553,9,480,730,1.8191138795224884,0.6575342465753424,2
S00034,daglig,4658.7,0.225,38.56,3.67,0.11,15.6,0.61,2.61,9384,12.854794520547944,5.964757979098187,81,0,730,0.4640103713492835,0.0,0
S00035,daglig,5678.9,0.427,14.96,5.37,0.281,29.5,0.721,6.68,12240,16.767123287671232,10.10347092697155,126,0,730,0.6025762889451987,0.0,0
S00036,premium,154.78,1.357,415.28,12.65,0.304,1277.7,0.239,1.16,380,0.5205479452054794,0.8766063294433767,5,476,730,1.6840068960359607,0.6520547945205479,2
S00037,ikke-mat,431.12,0.768,241.15,15.42,0.231,901.6,0.247,1.31,1080,1.4794520547945205,1.7677928628846007,12,245,730,1.1948970276905173,0.3356164383561644,1
S00038,ikke-mat,312.56,1.423,168.75,28.72,0.471,1067.1,0.231,2.14,1059,1.4506849315068493,2.0023047959618308,19,279,730,1.3802478763476265,0.3821917808219178,1
S00039,reservedel,72.45,2.267,1742.09,47.98,0.315,2873.2,0.061,1.39,191,0.26164383561643834,0.7935145446093159,9,610,730,3.0328042804439828,0.8356164383561644,2
S00040,premium,127.42,1.176,352.15,16.06,0.175,1378.0,0.141,2.88,372,0.5095890410958904,0.9474772486870597,9,492,730,1.8592967514557892,0.673972602739726,2
S00041,sesong,5207.52,0.841,133.36,20.14,0.201,240.0,0.138,7.31,15100,20.684931506849313,28.23829459343058,443,5,730,1.3651625863049222,0.00684931506849315,1
S00042,premium,88.07,1.121,1115.89,11.39,0.307,1157.8,0.34,1.48,269,0.3684931506849315,0.8197454709403607,6,563,730,2.22458808099057,0.7712328767123288,2
S00043,sesong,1195.39,0.51,45.22,6.4,0.282,187.7,0.41,7.7,2746,3.7616438356164386,3.211033368147124,30,47,730,0.8536250396021123,0.06438356164383562,1
S00044,frossen,4392.52,0.559,160.82,12.68,0.273,231.5,0.263,2.59,9553,13.086301369863014,9.103245853364719,116,0,730,0.6956316835503239,0.0,1
S00045,daglig,2745.74,0.265,46.48,4.21,0.287,24.9,0.592,4.26,5852,8.016438356164384,5.222590312707297,60,0,730,0.651485121031498,0.0,1
S00046,reservedel,192.84,2.12,3047.73,17.11,0.54,2586.6,0.037,1.18,365,0.5,0.9060836905722279,8,494,730,1.8121673811444559,0.6767123287671233,2
S00047,daglig,5215.21,0.286,51.27,3.18,0.192,17.2,0.521,7.51,10873,14.894520547945206,7.7114346965044325,102,0,730,0.517736349530786,0.0,0
S00048,ikke-mat,423.54,0.733,448.81,26.98,0.249,1586.9,0.143,4.0,1099,1.5054794520547945,1.7413230240431563,17,251,730,1.1566567857611503,0.34383561643835614,2
S00049,daglig,5303.03,0.177,54.85,2.12,0.148,10.3,0.711,3.19,10888,14.915068493150685,5.587652250906289,61,0,730,0.374631350400587,0.0,0
S00050,ikke-mat,231.74,1.388,64.47,5.14,0.168,1249.7,0.421,0.95,687,0.9410958904109589,1.3560144554585112,12,352,730,1.440888722685172,0.4821917808219178,2
S00051,kampanje,1467.48,1.071,112.78,11.72,0.34,155.7,0.316,10.42,5001,6.85068493150685,10.182742108175512,102,49,730,1.4863830711793888,0.06712328767123288,1
S00052,premium,438.28,1.193,1561.81,5.79,0.37,427.1,0.181,2.13,421,0.5767123287671233,0.98563350255392,9,464,730,1.709055717017486,0.6356164383561644,1
S00053,frossen,1141.16,0.222,136.69,7.89,0.377,409.3,0.269,2.37,2340,3.2054794520547945,1.9741741626325013,12,43,730,0.6158748456075752,0.0589041095890411,1
S00054,reservedel,24.85,2.566,1510.71,57.04,0.455,2397.2,0.044,1.89,74,0.10136986301369863,0.5057944492373039,8,687,730,4.989593891124755,0.9410958904109589,2
S00055,frossen,1083.26,0.48,142.12,26.75,0.23,318.8,0.362,3.9,2509,3.436986301369863,2.9693452950597674,43,52,730,0.8639386470281507,0.07123287671232877,1
S00056,kampanje,11588.12,0.637,47.81,7.05,0.286,121.6,0.554,12.94,28060,38.43835616438356,31.57119517726535,316,0,730,0.821346132551807,0.0,0
S00057,sesong,594.25,0.744,71.22,5.58,0.234,204.6,0.19,7.01,1596,2.186301369863014,2.3095979773858684,19,158,730,1.0563950648444134,0.21643835616438356,1
S00058,ferskvare,4332.3,0.496,63.6,2.3,0.147,5.7,0.52,3.16,9957,13.639726027397261,8.640054738148175,98,0,730,0.6334478215173412,0.0,0
S00059,frossen,10185.5,0.405,156.56,25.61,0.384,316.6,0.408,5.2,21813,29.88082191780822,16.47805338908758,236,0,730,0.5514591745305063,0.0,0
S00060,ikke-mat,486.52,1.605,247.66,7.9,0.175,1594.3,0.122,1.12,1535,2.1027397260273974,2.7234929058900446,22,203,730,1.2952116099672524,0.27808219178082194,1
S00061,frossen,2059.52,0.326,157.54,7.31,0.365,475.4,0.349,2.61,4195,5.7465753424657535,3.4645206317211654,48,11,730,0.6028844007524317,0.015068493150684932,1
S00062,kampanje,1422.81,0.628,56.49,13.58,0.399,145.8,0.424,16.25,3834,5.252054794520548,5.393388972255472,57,35,730,1.0269102633663263,0.04794520547945205,1
S00063,sesong,1468.32,0.77,31.39,8.34,0.255,109.9,0.166,8.85,3939,5.395890410958904,5.75071864910074,54,55,730,1.0657589778734553,0.07534246575342465,1
S00064,ikke-mat,1430.88,1.267,385.63,29.76,0.2,1019.4,0.257,0.32,4631,6.343835616438356,8.647231869952456,162,56,730,1.363092046008485,0.07671232876712329,1
S00065,premium,182.47,1.016,441.08,6.26,0.422,237.2,0.17,0.88,371,0.5082191780821917,0.9210618052087561,6,494,730,1.8123318539148032,0.6767123287671233,1
S00066,premium,96.45,1.145,989.26,4.51,0.223,1259.8,0.291,1.95,328,0.44931506849315067,0.9705008800659811,8,538,730,2.1599562269761168,0.736986301369863,2
S00067,ferskvare,3362.39,0.27,42.5,2.08,0.151,6.1,0.493,4.84,7235,9.91095890410959,4.991517129023763,49,0,730,0.5036361443244433,0.0,0
S00068,ikke-mat,2062.28,1.206,413.82,19.68,0.448,862.3,0.3,2.13,6590,9.027397260273972,10.706807960390359,136,27,730,1.1860348726987804,0.036986301369863014,1
S00069,frossen,2347.55,0.567,139.09,10.73,0.268,176.2,0.21,5.71,5518,7.558904109589041,6.179967540155591,59,6,730,0.8175745386577712,0.00821917808219178,1
S00070,daglig,6645.1,0.242,39.92,2.03,0.156,23.2,0.654,7.89,14070,19.273972602739725,10.382744302856906,118,0,730,0.5386924904822702,0.0,0
S00071,premium,402.77,1.338,1645.32,15.97,0.439,1181.0,0.36,0.34,376,0.5150684931506849,0.905958212815633,7,484,730,1.7589082323282237,0.663013698630137,2
S00072,frossen,7321.08,0.376,126.26,20.74,0.394,533.1,0.315,4.94,16241,22.247945205479454,12.198749734548892,125,0,730,0.5483090515498239,0.0,1
S00073,reservedel,28.04,1.111,207.75,56.64,0.396,3607.6,0.139,1.96,88,0.12054794520547946,0.6168549160135127,8,680,730,5.117091916930276,0.9315068493150684,2
S00074,ikke-mat,525.25,1.552,83.93,18.89,0.431,1715.1,0.429,0.15,1707,2.3383561643835615,2.8253763912547334,26,196,730,1.2082746137176072,0.2684931506849315,2
S00075,daglig,6607.22,0.183,43.77,4.85,0.255,26.9,0.696,6.81,13904,19.046575342465754,8.592306543638767,114,0,730,0.4511208124896648,0.0,0
S00076,kampanje,2925.54,0.702,82.19,12.58,0.201,107.2,0.571,8.36,7152,9.797260273972602,9.488712124336443,181,6,730,0.9685066905432891,0.00821917808219178,1
S00077,premium,106.77,1.239,580.25,18.35,0.254,1272.3,0.19,1.77,378,0.5178082191780822,1.0736068544152026,11,516,730,2.0733677347171904,0.7068493150684931,2
S00078,ferskvare,3117.41,0.346,81.49,1.38,0.113,3.1,0.587,5.04,6922,9.482191780821918,6.228201326237925,93,0,730,0.6568314025070334,0.0,0
S00079,frossen,2682.7,0.363,57.58,19.07,0.4,405.4,0.438,3.57,5870,8.04109589041096,4.864243029642271,46,3,730,0.6049228980645414,0.00410958904109589,1
S00080,reservedel,29.09,1.745,499.22,31.92,0.227,1311.8,0.005,0.91,101,0.13835616438356163,0.5145696557183397,5,665,730,3.719166818558297,0.910958904109589,2
S00081,reservedel,169.66,1.615,3072.73,55.12,0.416,1553.7,0.269,0.47,395,0.541095890410959,1.054916715900605,13,485,730,1.949592917993523,0.6643835616438356,2
S00082,ikke-mat,77.16,1.691,261.82,23.56,0.357,1319.0,0.22,0.97,246,0.336986301369863,0.7134811679653293,5,554,730,2.1172408642873592,0.7589041095890411,2
S00083,kampanje,3171.67,1.118,48.32,9.61,0.358,147.6,0.475,13.72,10469,14.341095890410958,20.65797199033538,405,13,730,1.4404737370278755,0.01780821917808219,1
S00084,kampanje,6240.36,0.988,101.46,13.03,0.358,57.8,0.525,9.22,20194,27.663013698630138,36.145133096972984,443,5,730,1.3066231138353113,0.00684931506849315,1
S00085,ferskvare,2944.26,0.429,47.47,1.07,0.244,1.6,0.316,2.23,6333,8.675342465753424,6.029426714711005,90,6,730,0.6950073427663088,0.00821917808219178,1
S00086,ikke-mat,138.76,1.146,256.44,12.81,0.168,527.9,0.254,0.24,452,0.6191780821917808,1.0318198838799233,9,448,730,1.6664347682131504,0.6136986301369863,2
S00087,reservedel,16.42,1.414,1309.67,35.0,0.201,1048.4,0.259,0.0,33,0.045205479452054796,0.27092337959382184,3,706,730,5.9931535485906045,0.9671232876712329,2
S00088,ikke-mat,273.25,1.187,183.24,15.78,0.423,1593.2,0.204,1.29,944,1.2931506849315069,1.8232102686498046,16,301,730,1.409897771307582,0.4123287671232877,1
S00089,frossen,1071.54,0.473,72.66,13.95,0.386,111.9,0.384,4.85,2436,3.336986301369863,2.8972105618322943,30,65,730,0.8682117036689553,0.08904109589041095,1
S00090,sesong,1883.32,0.474,47.97,19.7,0.152,117.4,0.113,3.77,4205,5.760273972602739,4.201549120740974,52,21,730,0.7294009175127018,0.028767123287671233,1
S00091,ikke-mat,813.68,1.283,286.08,26.24,0.152,1610.9,0.348,0.65,2580,3.5342465753424657,4.316307774714196,51,116,730,1.2212808819927765,0.1589041095890411,1
S00092,frossen,1989.34,0.542,76.95,26.29,0.291,361.5,0.594,3.45,4438,6.079452054794521,4.437555120440044,32,16,730,0.7299268224247932,0.021917808219178082,1
S00093,ikke-mat,713.03,1.559,290.29,10.41,0.295,828.7,0.131,0.12,2346,3.213698630136986,4.830837018713203,89,153,730,1.5032016298638697,0.2095890410958904,2
S00094,premium,35.63,0.521,464.78,16.05,0.362,1125.4,0.195,2.67,90,0.1232876712328767,0.4139278042671947,3,660,730,3.3574144123894687,0.9041095890410958,2
S00095,sesong,1823.36,0.522,120.1,7.77,0.251,362.5,0.102,3.12,4065,5.568493150684931,3.9275110955034642,32,26,730,0.7053094956254684,0.03561643835616438,1
S00096,frossen,6559.43,0.434,55.94,25.84,0.376,331.3,0.449,3.09,14837,20.324657534246576,11.636943687556341,172,0,730,0.5725530020837183,0.0,0
S00097,ikke-mat,107.2,0.954,315.45,25.91,0.156,1234.7,0.193,3.5,341,0.4671232876712329,0.8044039950475357,6,489,730,1.722037877961,0.6698630136986301,2
S00098,daglig,5021.09,0.333,37.68,3.58,0.236,23.7,0.627,6.55,10761,14.741095890410959,8.455326575255492,112,0,730,0.5735887371003169,0.0,0
S00099,ikke-mat,247.85,1.217,54.99,24.9,0.332,960.6,0.138,3.56,826,1.1315068493150684,1.4187531681301095,9,310,730,1.2538617587590557,0.4246575342465753,2
S00100,reservedel,28.73,2.06,546.05,67.69,0.271,1304.7,0.258,1.83,71,0.09726027397260274,0.4320724304023335,5,684,730,4.44243484779864,0.936986301369863,2
S00101,sesong,410.9,0.817,144.19,11.06,0.253,286.2,0.392,8.48,1173,1.606849315068493,2.2987339968419223,24,256,730,1.4305846698163711,0.3506849315068493,1
S00102,sesong,5393.81,0.502,147.52,18.85,0.31,90.5,0.182,8.21,13100,17.945205479452056,15.794974466824934,238,0,730,0.8801779664719237,0.0,1
S00103,ferskvare,9438.29,0.382,68.95,2.78,0.159,2.9,0.543,3.9,20446,28.008219178082193,14.333378824931703,155,0,730,0.5117561646385671,0.0,0
S00104,daglig,3330.92,0.331,56.77,3.87,0.139,15.7,0.558,2.79,7149,9.793150684931506,4.967074824202317,51,1,730,0.507198856017302,0.0013698630136986301,0
S00105,kampanje,3356.74,0.771,115.49,6.44,0.22,143.0,0.652,11.34,9267,12.694520547945206,15.229874533365214,184,4,730,1.1997203420045974,0.005479452054794521,1
S00106,sesong,3234.8,0.543,97.86,12.49,0.202,73.8,0.293,9.72,8435,11.554794520547945,8.640377047733116,66,4,730,0.7477741843325637,0.005479452054794521,1
S00107,sesong,480.89,0.505,62.82,9.72,0.303,327.4,0.461,9.89,1203,1.6479452054794521,1.7826022184287424,15,203,730,1.0817120693707247,0.27808219178082194,1
S00108,ikke-mat,121.51,1.744,78.73,8.44,0.257,1172.2,0.139,3.38,376,0.5150684931506849,0.9224633379396275,6,486,730,1.7909527571700217,0.6657534246575343,2
S00109,ikke-mat,199.95,0.798,151.3,9.01,0.448,1218.0,0.394,1.18,527,0.7219178082191781,1.155026775423759,10,423,730,1.5999422126363267,0.5794520547945206,1
S00110,frossen,1048.79,0.362,160.4,23.22,0.241,513.7,0.248,5.58,2160,2.958904109589041,2.063719896804298,15,58,730,0.6974608910496006,0.07945205479452055,1
S00111,ikke-mat,351.75,1.616,121.8,15.34,0.307,723.1,0.384,3.41,1223,1.6753424657534246,3.658250004091146,80,264,730,2.1835834039137665,0.36164383561643837,1
S00112,daglig,10828.82,0.309,22.42,2.98,0.132,28.6,0.755,6.66,23302,31.92054794520548,16.92845397203057,215,0,730,0.5303309329492025,0.0,0
S00113,kampanje,10012.92,0.894,73.66,8.35,0.226,48.8,0.681,13.78,30168,41.326027397260276,43.954715527672235,417,1,730,1.0636085367011645,0.0013698630136986301,1
S00114,frossen,6039.44,0.265,126.48,11.36,0.251,103.5,0.248,5.67,12912,17.687671232876713,9.414898522305846,86,0,730,0.5322859294674154,0.0,0
S00115,daglig,6437.67,0.29,30.02,4.13,0.137,29.7,0.727,6.45,14234,19.4986301369863,10.594049280189303,113,0,730,0.5433227465602214,0.0,0
S00116,kampanje,670.08,0.649,112.07,7.41,0.21,81.4,0.618,15.47,1803,2.46986301369863,2.8211033522134907,29,140,730,1.1422104531979194,0.1917808219178082,1
S00117,daglig,6151.31,0.214,56.19,3.75,0.228,7.1,0.797,3.69,12497,17.11917808219178,6.481019190587581,64,0,730,0.3785823805016351,0.0,0
S00118,premium,81.96,1.004,406.45,5.74,0.34,682.9,0.377,0.96,249,0.3410958904109589,0.823245212198016,7,575,730,2.413530140178923,0.7876712328767124,2
S00119,ferskvare,6325.47,0.481,59.98,1.95,0.243,3.1,0.371,4.39,14083,19.291780821917808,10.773440051429452,114,0,730,0.5584471517108216,0.0,0
S00120,ikke-mat,462.64,0.648,229.85,27.31,0.412,1813.0,0.313,2.64,1310,1.7945205479452055,1.9170658314683688,22,185,730,1.0682885931083277,0.2534246575342466,1
S00121,sesong,5092.34,0.633,126.01,11.45,0.262,279.5,0.304,9.35,12653,17.332876712328765,14.798421993457247,110,2,730,0.8537776065141698,0.0027397260273972603,1
S00122,kampanje,4527.0,0.971,54.24,8.08,0.288,48.9,0.337,16.01,14387,19.708219178082192,24.715357645517884,408,10,730,1.2540634657140513,0.0136986301369863,1
S00123,sesong,3069.82,0.46,72.45,8.16,0.306,322.5,0.199,7.67,7289,9.984931506849316,8.226795045267545,120,3,730,0.8239210293655245,0.00410958904109589,1
S00124,ikke-mat,346.18,0.93,105.46,12.09,0.386,1694.1,0.181,2.17,1111,1.521917808219178,2.0741234501624306,20,275,730,1.3628353902957466,0.3767123287671233,1
S00125,frossen,1997.31,0.444,77.09,20.14,0.264,529.3,0.36,4.74,4334,5.936986301369863,3.7978951231000635,28,11,730,0.6397008398391892,0.015068493150684932,1
S00126,ikke-mat,511.14,1.08,400.04,20.26,0.305,1731.5,0.442,1.29,1663,2.278082191780822,3.1147574123984705,26,195,730,1.3672717444683604,0.2671232876712329,1
S00127,premium,259.53,1.195,734.58,7.4,0.424,1362.6,0.353,2.93,374,0.5123287671232877,0.8876449947022049,6,482,730,1.7325691073064426,0.6602739726027397,2
S00128,frossen,1232.79,0.506,160.83,17.09,0.291,198.1,0.458,3.16,2826,3.871232876712329,3.2864805768758765,42,40,730,0.8489493351448655,0.0547945205479452,1
S00129,kampanje,3406.86,0.816,41.89,12.16,0.372,55.2,0.303,12.03,9993,13.689041095890412,13.006931376211273,115,4,730,0.9501711102405913,0.005479452054794521,1
S00130,kampanje,3433.27,1.095,33.83,11.74,0.223,88.5,0.699,10.31,10374,14.210958904109589,18.914996928855448,272,18,730,1.3310148214829842,0.024657534246575342,1
S00131,reservedel,190.74,1.953,2990.65,68.85,0.228,1124.3,0.237,0.54,380,0.5205479452054794,0.9356465901150132,9,485,730,1.797426344168315,0.6643835616438356,2
S00132,sesong,1953.3,0.782,44.54,18.32,0.185,189.2,0.321,6.51,5154,7.06027397260274,6.897381060526457,59,30,730,0.9769282448941237,0.0410958904109589,1
S00133,kampanje,2794.12,1.195,119.94,9.16,0.219,139.2,0.691,11.82,9003,12.332876712328767,15.754116798562492,134,15,730,1.2774081154004908,0.02054794520547945,1
S00134,ikke-mat,913.32,1.11,70.57,21.81,0.274,1514.7,0.433,3.28,3121,4.2753424657534245,7.754962671843003,133,108,730,1.813881047883817,0.14794520547945206,1
S00135,reservedel,112.65,2.173,2580.34,39.48,0.557,1141.7,0.264,0.19,337,0.46164383561643835,0.9496414942614536,9,516,730,2.057086916352704,0.7068493150684931,2
S00136,ferskvare,3039.25,0.437,20.06,1.11,0.1,3.6,0.61,1.17,6595,9.034246575342467,4.87260810944463,34,1,730,0.5393485852759029,0.0013698630136986301,0
S00137,kampanje,9214.24,0.659,34.69,12.61,0.365,110.8,0.628,9.11,23040,31.561643835616437,28.90388324135529,368,1,730,0.9157914395047467,0.0013698630136986301,0
S00138,ikke-mat,284.73,1.485,152.98,23.81,0.326,1460.4,0.286,1.47,830,1.1369863013698631,1.6389888523031368,15,319,730,1.441520315881072,0.436986301369863,2
S00139,ferskvare,2775.02,0.513,23.92,1.17,0.126,2.1,0.629,2.99,6117,8.37945205479452,5.457893665680353,65,6,730,0.6513425496071045,0.00821917808219178,1
S00140,sesong,3547.01,0.519,114.96,12.18,0.229,326.9,0.49,9.11,8916,12.213698630136987,11.459875908957088,113,1,730,0.9382805533354277,0.0013698630136986301,1
S00141,ferskvare,2011.16,0.48,36.68,2.47,0.185,4.3,0.631,4.55,4448,6.093150684931507,4.11722364293704,43,16,730,0.6757134126223109,0.021917808219178082,1
S00142,sesong,1355.3,0.475,108.2,12.78,0.202,187.7,0.403,8.79,3199,4.382191780821918,3.761104909663663,37,42,730,0.858270266975453,0.057534246575342465,1
S00143,kampanje,2728.4,0.726,72.19,7.15,0.313,131.5,0.326,8.01,6985,9.568493150684931,8.33350414166229,86,20,730,0.8709317141608407,0.0273972602739726,1
S00144,frossen,1144.8,0.558,141.64,10.61,0.378,301.5,0.39,5.74,2705,3.7054794520547945,2.8783468816635276,22,58,730,0.7767812286929299,0.07945205479452055,1
S00145,ferskvare,9574.87,0.455,29.66,2.36,0.132,1.6,0.383,3.11,20595,28.21232876712329,14.586485328556238,141,0,730,0.5170252143649455,0.0,0
S00146,daglig,6192.69,0.19,53.01,3.28,0.172,8.3,0.543,3.59,12663,17.346575342465755,7.164088581973642,121,0,730,0.4129972885446386,0.0,0
S00147,reservedel,26.1,2.41,2980.56,15.99,0.243,1057.9,0.186,0.24,87,0.11917808219178082,0.4545630664846792,4,672,730,3.8141498682047796,0.9205479452054794,2
S00148,frossen,5058.0,0.502,170.27,18.05,0.399,109.9,0.361,3.3,11554,15.827397260273973,11.322450115517125,126,1,730,0.7153703119549507,0.0013698630136986301,1
S00149,ferskvare,4816.34,0.532,27.78,2.96,0.175,4.0,0.688,2.9,10828,14.832876712328767,9.108823181486349,73,0,730,0.6140968713044915,0.0,0
S00150,reservedel,64.05,1.894,479.52,29.27,0.277,1022.6,0.26,1.18,183,0.25068493150684934,0.7343470897301391,8,616,730,2.929362707666675,0.8438356164383561,2
S00151,frossen,1822.5,0.373,139.47,26.46,0.387,266.2,0.332,3.8,3967,5.434246575342466,3.465555344902491,28,12,730,0.6377250823742925,0.01643835616438356,1
S00152,kampanje,7612.86,0.85,85.88,9.54,0.264,81.9,0.451,9.14,22011,30.15205479452055,32.955182642300606,382,1,730,1.0929663953877353,0.0013698630136986301,1
S00153,kampanje,5164.18,0.803,41.45,9.63,0.351,68.6,0.631,19.13,16590,22.726027397260275,30.441182250191467,359,3,730,1.3394854154695461,0.00410958904109589,1
S00154,sesong,2850.29,0.784,36.83,20.13,0.228,341.8,0.332,3.03,7814,10.704109589041096,10.111456219265314,88,15,730,0.9446330995730329,0.02054794520547945,1
S00155,frossen,5949.36,0.425,39.38,22.61,0.37,313.4,0.386,2.02,13066,17.898630136986302,10.383754500051255,156,0,730,0.5801424142842045,0.0,1
S00156,daglig,5640.6,0.249,53.94,3.49,0.213,13.2,0.464,6.65,12061,16.52191780821918,9.152281965631326,101,0,730,0.5539479176611283,0.0,0
S00157,sesong,2165.37,0.933,155.27,18.69,0.188,241.3,0.451,5.62,7079,9.697260273972603,13.32284023940269,183,23,730,1.3738767304370623,0.031506849315068496,1
S00158,ferskvare,1019.35,0.534,51.13,2.13,0.247,4.6,0.47,2.85,2361,3.234246575342466,2.4637130118352832,14,74,730,0.7617579409740605,0.10136986301369863,1
S00159,sesong,791.56,0.847,138.9,9.55,0.211,326.7,0.11,6.64,2222,3.043835616438356,3.7281778888280237,47,135,730,1.224828919371943,0.18493150684931506,1
