sku_id,salg_total,salg_gj_daglig,salg_std_daglig,salg_max,antall_nulldager,antall_dager,cv_observert,nulldag_andel
S00053,2340,3.2054794520547945,1.9741741626325013,12,43,730,0.6158748456075752,0.0589041095890411
S00054,74,0.10136986301369863,0.5057944492373039,8,687,730,4.989593891124755,0.9410958904109589
S00055,2509,3.436986301369863,2.9693452950597674,43,52,730,0.8639386470281507,0.07123287671232877
S00056,28060,38.43835616438356,31.57119517726535,316,0,730,0.821346132551807,0.0
S00057,1596,2.186301369863014,2.3095979773858684,19,158,730,1.0563950648444134,0.21643835616438356
S00058,9957,13.639726027397261,8.640054738148175,98,0,730,0.6334478215173412,0.0
S00059,21813,29.88082191780822,16.47805338908758,236,0,730,0.5514591745305063,0.0
S00060,1535,2.1027397260273974,2.7234929058900446,22,203,730,1.2952116099672524,0.27808219178082194
S00061,4195,5.7465753424657535,3.4645206317211654,48,11,730,0.6028844007524317,0.015068493150684932
S00062,3834,5.252054794520548,5.393388972255472,57,35,730,1.0269102633663263,0.04794520547945205
S00063,3939,5.395890410958904,5.75071864910074,54,55,730,1.0657589778734553,0.07534246575342465
S00064,4631,6.343835616438356,8.647231869952456,162,56,730,1.363092046008485,0.07671232876712329
S00065,371,0.5082191780821917,0.9210618052087561,6,494,730,1.8123318539148032,0.6767123287671233
S00066,328,0.44931506849315067,0.9705008800659811,8,538,730,2.1599562269761168,0.736986301369863
S00067,7235,9.91095890410959,4.991517129023763,49,0,730,0.5036361443244433,0.0
S00068,6590,9.027397260273972,10.706807960390359,136,27,730,1.1860348726987804,0.036986301369863014
S00069,5518,7.558904109589041,6.179967540155591,59,6,730,0.8175745386577712,0.00821917808219178
S00070,14070,19.273972602739725,10.382744302856906,118,0,730,0.5386924904822702,0.0
S00071,376,0.5150684931506849,0.905958212815633,7,484,730,1.7589082323282237,0.663013698630137
S00072,16241,22.247945205479454,12.198749734548892,125,0,730,0.5483090515498239,0.0
S00073,88,0.12054794520547946,0.6168549160135127,8,680,730,5.117091916930276,0.9315068493150684
S00074,1707,2.3383561643835615,2.8253763912547334,26,196,730,1.2082746137176072,0.2684931506849315
S00075,13904,19.046575342465754,8.592306543638767,114,0,730,0.4511208124896648,0.0
S00076,7152,9.797260273972602,9.488712124336443,181,6,730,0.9685066905432891,0.00821917808219178
S00077,378,0.5178082191780822,1.0736068544152026,11,516,730,2.0733677347171904,0.7068493150684931
S00078,6922,9.482191780821918,6.228201326237925,93,0,730,0.6568314025070334,0.0
S00079,5870,8.04109589041096,4.864243029642271,46,3,730,0.6049228980645414,0.00410958904109589
S00080,101,0.13835616438356163,0.5145696557183397,5,665,730,3.719166818558297,0.910958904109589
S00081,395,0.541095890410959,1.054916715900605,13,485,730,1.949592917993523,0.6643835616438356
S00082,246,0.336986301369863,0.7134811679653293,5,554,730,2.1172408642873592,0.7589041095890411
S00083,10469,14.341095890410958,20.65797199033538,405,13,730,1.4404737370278755,0.01780821917808219
S00084,20194,27.663013698630138,36.145133096972984,443,5,730,1.3066231138353113,0.00684931506849315
S00085,6333,8.675342465753424,6.029426714711005,90,6,730,0.6950073427663088,0.00821917808219178
S00086,452,0.6191780821917808,1.0318198838799233,9,448,730,1.6664347682131504,0.6136986301369863
S00087,33,0.045205479452054796,0.27092337959382184,3,706,730,5.9931535485906045,0.9671232876712329
S00088,944,1.2931506849315069,1.8232102686498046,16,301,730,1.409897771307582,0.4123287671232877
S00089,2436,3.336986301369863,2.8972105618322943,30,65,730,0.8682117036689553,0.08904109589041095
S00090,4205,5.760273972602739,4.201549120740974,52,21,730,0.7294009175127018,0.028767123287671233
S00091,2580,3.5342465753424657,4.316307774714196,51,116,730,1.2212808819927765,0.1589041095890411
S00092,4438,6.079452054794521,4.437555120440044,32,16,730,0.7299268224247932,0.021917808219178082
S00093,2346,3.213698630136986,4.830837018713203,89,153,730,1.5032016298638697,0.2095890410958904
S00094,90,0.1232876712328767,0.4139278042671947,3,660,730,3.3574144123894687,0.9041095890410958
S00095,4065,5.568493150684931,3.9275110955034642,32,26,730,0.7053094956254684,0.03561643835616438
S00096,14837,20.324657534246576,11.636943687556341,172,0,730,0.5725530020837183,0.0
S00097,341,0.4671232876712329,0.8044039950475357,6,489,730,1.722037877961,0.6698630136986301
S00098,10761,14.741095890410959,8.455326575255492,112,0,730,0.5735887371003169,0.0
S00099,826,1.1315068493150684,1.4187531681301095,9,310,730,1.2538617587590557,0.4246575342465753
S00100,71,0.09726027397260274,0.4320724304023335,5,684,730,4.44243484779864,0.936986301369863
S00101,1173,1.606849315068493,2.2987339968419223,24,256,730,1.4305846698163711,0.3506849315068493
S00102,13100,17.945205479452056,15.794974466824934,238,0,730,0.8801779664719237,0.0
S00103,20446,28.008219178082193,14.333378824931703,155,0,730,0.5117561646385671,0.0
S00104,7149,9.793150684931506,4.967074824202317,51,1,730,0.507198856017302,0.0013698630136986301
S00105,9267,12.694520547945206,15.229874533365214,184,4,730,1.1997203420045974,0.005479452054794521
S00106,8435,11.554794520547945,8.640377047733116,66,4,730,0.7477741843325637,0.005479452054794521
S00107,1203,1.6479452054794521,1.7826022184287424,15,203,730,1.0817120693707247,0.27808219178082194
S00108,376,0.5150684931506849,0.9224633379396275,6,486,730,1.7909527571700217,0.6657534246575343
S00109,527,0.7219178082191781,1.155026775423759,10,423,730,1.5999422126363267,0.5794520547945206
S00110,2160,2.958904109589041,2.063719896804298,15,58,730,0.6974608910496006,0.07945205479452055
S00111,1223,1.6753424657534246,3.658250004091146,80,264,730,2.1835834039137665,0.36164383561643837
S00112,23302,31.92054794520548,16.92845397203057,215,0,730,0.5303309329492025,0.0
S00113,30168,41.326027397260276,43.954715527672235,417,1,730,1.0636085367011645,0.0013698630136986301
S00114,12912,17.687671232876713,9.414898522305846,86,0,730,0.5322859294674154,0.0
S00115,14234,19.4986301369863,10.594049280189303,113,0,730,0.5433227465602214,0.0
S00116,1803,2.46986301369863,2.8211033522134907,29,140,730,1.1422104531979194,0.1917808219178082
S00117,12497,17.11917808219178,6.481019190587581,64,0,730,0.3785823805016351,0.0
S00118,249,0.3410958904109589,0.823245212198016,7,575,730,2.413530140178923,0.7876712328767124
S00119,14083,19.291780821917808,10.773440051429452,114,0,730,0.5584471517108216,0.0
S00120,1310,1.7945205479452055,1.9170658314683688,22,185,730,1.0682885931083277,0.2534246575342466
S00121,12653,17.332876712328765,14.798421993457247,110,2,730,0.8537776065141698,0.0027397260273972603
S00122,14387,19.708219178082192,24.715357645517884,408,10,730,1.2540634657140513,0.0136986301369863
S00123,7289,9.984931506849316,8.226795045267545,120,3,730,0.8239210293655245,0.00410958904109589
S00124,1111,1.521917808219178,2.0741234501624306,20,275,730,1.3628353902957466,0.3767123287671233
S00125,4334,5.936986301369863,3.7978951231000635,28,11,730,0.6397008398391892,0.015068493150684932
S00126,1663,2.278082191780822,3.1147574123984705,26,195,730,1.3672717444683604,0.2671232876712329
S00127,374,0.5123287671232877,0.8876449947022049,6,482,730,1.7325691073064426,0.6602739726027397
S00128,2826,3.871232876712329,3.2864805768758765,42,40,730,0.8489493351448655,0.0547945205479452
S00129,9993,13.689041095890412,13.006931376211273,115,4,730,0.9501711102405913,0.005479452054794521
S00130,10374,14.210958904109589,18.914996928855448,272,18,730,1.3310148214829842,0.024657534246575342
S00131,380,0.5205479452054794,0.9356465901150132,9,485,730,1.797426344168315,0.6643835616438356
S00132,5154,7.06027397260274,6.897381060526457,59,30,730,0.9769282448941237,0.0410958904109589
S00133,9003,12.332876712328767,15.754116798562492,134,15,730,1.2774081154004908,0.02054794520547945
S00134,3121,4.2753424657534245,7.754962671843003,133,108,730,1.813881047883817,0.14794520547945206
S00135,337,0.46164383561643835,0.9496414942614536,9,516,730,2.057086916352704,0.7068493150684931
S00136,6595,9.034246575342467,4.87260810944463,34,1,730,0.5393485852759029,0.0013698630136986301
S00137,23040,31.561643835616437,28.90388324135529,368,1,730,0.9157914395047467,0.0013698630136986301
S00138,830,1.1369863013698631,1.6389888523031368,15,319,730,1.441520315881072,0.436986301369863
S00139,6117,8.37945205479452,5.457893665680353,65,6,730,0.6513425496071045,0.00821917808219178
S00140,8916,12.213698630136987,11.459875908957088,113,1,730,0.9382805533354277,0.0013698630136986301
S00141,4448,6.093150684931507,4.11722364293704,43,16,730,0.6757134126223109,0.021917808219178082
S00142,3199,4.382191780821918,3.761104909663663,37,42,730,0.858270266975453,0.057534246575342465
S00143,6985,9.568493150684931,8.33350414166229,86,20,730,0.8709317141608407,0.0273972602739726
S00144,2705,3.7054794520547945,2.8783468816635276,22,58,730,0.7767812286929299,0.07945205479452055
S00145,20595,28.21232876712329,14.586485328556238,141,0,730,0.5170252143649455,0.0
S00146,12663,17.346575342465755,7.164088581973642,121,0,730,0.4129972885446386,0.0
S00147,87,0.11917808219178082,0.4545630664846792,4,672,730,3.8141498682047796,0.9205479452054794
S00148,11554,15.827397260273973,11.322450115517125,126,1,730,0.7153703119549507,0.0013698630136986301
S00149,10828,14.832876712328767,9.108823181486349,73,0,730,0.6140968713044915,0.0
S00150,183,0.25068493150684934,0.7343470897301391,8,616,730,2.929362707666675,0.8438356164383561
S00151,3967,5.434246575342466,3.465555344902491,28,12,730,0.6377250823742925,0.01643835616438356
S00152,22011,30.15205479452055,32.955182642300606,382,1,730,1.0929663953877353,0.0013698630136986301
S00153,16590,22.726027397260275,30.441182250191467,359,3,730,1.3394854154695461,0.00410958904109589
S00154,7814,10.704109589041096,10.111456219265314,88,15,730,0.9446330995730329,0.02054794520547945
S00155,13066,17.898630136986302,10.383754500051255,156,0,730,0.5801424142842045,0.0
S00156,12061,16.52191780821918,9.152281965631326,101,0,730,0.5539479176611283,0.0
S00157,7079,9.697260273972603,13.32284023940269,183,23,730,1.3738767304370623,0.031506849315068496
S00158,2361,3.234246575342466,2.4637130118352832,14,74,730,0.7617579409740605,0.10136986301369863
S00159,2222,3.043835616438356,3.7281778888280237,47,135,730,1.224828919371943,0.18493150684931506
S00160,3810,5.219178082191781,3.6490281899338424,30,21,730,0.6991576321920485,0.028767123287671233
S00161,44,0.06027397260273973,0.4079927532464491,6,708,730,6.7689706788615425,0.9698630136986301
S00162,13928,19.07945205479452,7.620760017113704,97,0,730,0.3994223730968556,0.0
S00163,2924,4.005479452054795,5.1994483829759774,37,135,730,1.2980838986225935,0.18493150684931506
S00164,2423,3.319178082191781,2.2803001712163975,23,46,730,0.6870074803912382,0.06301369863013699
S00165,596,0.8164383561643835,1.043237245424771,6,361,730,1.277790585839065,0.4945205479452055
S00166,15643,21.42876712328767,15.721111765103615,186,2,730,0.7336451824154983,0.0027397260273972603
S00167,9431,12.919178082191781,17.911772477559534,163,33,730,1.3864482990794678,0.045205479452054796
S00168,5343,7.3191780821917805,4.339601592854364,48,3,730,0.59290832168888,0.00410958904109589
S00169,1771,2.426027397260274,3.2866077924117074,42,193,730,1.3547282261211442,0.26438356164383564
S00170,3687,5.050684931506849,4.464326617783779,45,25,730,0.8839051887665198,0.03424657534246575
S00171,19529,26.752054794520546,17.40094923217716,185,0,730,0.6504528106656423,0.0
S00172,429,0.5876712328767123,1.2063441359507596,15,477,730,2.052753424811316,0.6534246575342466
S00173,352,0.4821917808219178,0.7945877390847538,5,481,730,1.6478666179882677,0.6589041095890411
S00174,3657,5.00958904109589,5.566770516849038,46,79,730,1.111222990784741,0.10821917808219178
S00175,1338,1.832876712328767,2.491580048291178,28,229,730,1.359382238604305,0.3136986301369863
S00176,743,1.0178082191780822,1.5138901883109992,11,357,730,1.4874022038587207,0.48904109589041095
S00177,46,0.06301369863013699,0.40757802801483045,5,705,730,6.468086096757092,0.9657534246575342
S00178,132,0.18082191780821918,0.547010213802766,4,641,730,3.0251322430001455,0.8780821917808219
S00179,366,0.5013698630136987,0.8482198175582042,6,483,730,1.6918045541461448,0.6616438356164384
S00180,1634,2.2383561643835614,2.0131685906072274,13,123,730,0.89939600437165,0.1684931506849315
S00181,9348,12.805479452054794,8.22158640202543,84,0,730,0.642036593226205,0.0
S00182,7035,9.636986301369863,5.912577717654274,82,1,730,0.6135297418461436,0.0013698630136986301
S00183,163,0.2232876712328767,0.49773714228572086,3,591,730,2.2291295329360503,0.8095890410958904
S00184,1062,1.4547945205479451,2.359061047310059,26,313,730,1.6215768027649182,0.42876712328767125
S00185,10563,14.46986301369863,9.36413472701021,86,0,730,0.6471474345088946,0.0
S00186,5152,7.057534246575343,5.37427489754744,53,9,730,0.7614946962751613,0.012328767123287671
S00187,5267,7.215068493150685,4.163864777530952,46,3,730,0.5771067567111439,0.00410958904109589
S00188,4185,5.732876712328767,5.564303108155552,57,36,730,0.9705952852935611,0.049315068493150684
S00189,52,0.07123287671232877,0.3818514753940002,4,699,730,5.360607250723465,0.9575342465753425
S00190,394,0.5397260273972603,0.9510285711887904,8,479,730,1.7620580126086725,0.6561643835616439
S00191,4845,6.636986301369863,7.19556346413132,66,35,730,1.0841612649774746,0.04794520547945205
S00192,3392,4.646575342465753,4.466122508214041,42,57,730,0.9611643369682341,0.07808219178082192
S00193,15323,20.99041095890411,21.804246099762985,207,3,730,1.0387717583258487,0.00410958904109589
S00194,229,0.3136986301369863,0.728757717136626,7,574,730,2.3231141201298557,0.7863013698630137
S00195,14259,19.53287671232877,11.632089322268811,139,0,730,0.5955133743780231,0.0
S00196,394,0.5397260273972603,1.0084335359561314,10,494,730,1.8684174650963856,0.6767123287671233
S00197,10920,14.95890410958904,6.823139754450454,93,0,730,0.4561256429257172,0.0
S00198,2538,3.4767123287671233,3.0474311990620095,30,77,730,0.8765267042219334,0.10547945205479452
S00199,5049,6.916438356164384,5.297966939271186,72,10,730,0.7659964083319402,0.0136986301369863
S00200,6958,9.531506849315068,6.909147367237341,76,6,730,0.7248746159935698,0.00821917808219178
S00201,7346,10.063013698630137,6.633983814277618,93,0,730,0.6592442396437056,0.0
S00202,235,0.3219178082191781,0.905212246571068,13,594,730,2.8119359148803387,0.8136986301369863
S00203,69,0.09452054794520548,0.46625214127978515,6,690,730,4.93281250919193,0.9452054794520548
S00204,649,0.8890410958904109,1.4998913215166416,15,393,730,1.6870888516288882,0.5383561643835616
S00205,25332,34.701369863013696,18.484891640780074,254,0,730,0.532684782005742,0.0
S00206,468,0.6410958904109589,1.1318842850257107,10,465,730,1.7655460001469419,0.636986301369863
S00207,2514,3.4438356164383563,3.985948787553767,28,133,730,1.1574155190589697,0.1821917808219178
S00208,3682,5.043835616438356,6.9974125396487015,69,92,730,1.3873197050362716,0.12602739726027398
S00209,7946,10.884931506849314,8.369414419893893,119,1,730,0.7688991349764085,0.0013698630136986301
S00210,139,0.19041095890410958,0.5791684080411148,5,637,730,3.041675812014488,0.8726027397260274
S00211,77,0.10547945205479452,0.4697693479974439,5,684,730,4.453657455040702,0.936986301369863
S00212,390,0.5342465753424658,0.9669744334931549,8,488,730,1.8099777857692387,0.6684931506849315
S00213,294,0.40273972602739727,0.7495719130796186,9,507,730,1.8611819610480325,0.6945205479452055
S00214,8340,11.424657534246576,6.387826660422061,62,1,730,0.5591263144014513,0.0013698630136986301
S00215,304,0.41643835616438357,0.8424625375624707,7,535,730,2.0230185934888274,0.7328767123287672
S00216,1189,1.6287671232876713,1.8959186148813763,13,232,730,1.164020680288818,0.3178082191780822
S00217,4609,6.313698630136987,8.508944943511668,132,48,730,1.347695771048713,0.06575342465753424
S00218,2020,2.767123287671233,2.3883608256163833,15,93,730,0.8631204963861188,0.1273972602739726
S00219,8689,11.902739726027397,13.754265806452604,104,22,730,1.1555546137312005,0.030136986301369864
S00220,17878,24.49041095890411,25.088387863555486,263,1,730,1.0244167770665344,0.0013698630136986301
S00221,5529,7.573972602739726,4.877161225334267,72,3,730,0.643937003887505,0.00410958904109589
S00222,190,0.2602739726027397,0.6914606963940335,9,600,730,2.6566647808823394,0.821917808219178
S00223,102,0.13972602739726028,0.6172508024246999,8,676,730,4.417579272255205,0.9260273972602739
S00224,5136,7.035616438356165,5.524490178465825,53,15,730,0.7852176460825647,0.02054794520547945
S00225,1099,1.5054794520547945,2.056965843268386,28,248,730,1.3663194409335049,0.33972602739726027
S00226,26,0.03561643835616438,0.23736658978496733,3,711,730,6.664523482424083,0.9739726027397261
S00227,8186,11.213698630136987,5.7901888322309905,61,0,730,0.5163496026787958,0.0
S00228,15825,21.67808219178082,24.107536553459028,317,2,730,1.11206961668405,0.0027397260273972603
S00229,5942,8.139726027397261,4.935210957504171,45,5,730,0.6063116793971801,0.00684931506849315
S00230,6118,8.38082191780822,10.19239687492764,119,28,730,1.2161571949488683,0.038356164383561646
S00231,60,0.0821917808219178,0.4240190699419837,6,692,730,5.158898684294135,0.947945205479452
S00232,4986,6.83013698630137,4.190415772133944,58,5,730,0.6135185546846729,0.00684931506849315
S00233,10681,14.631506849315068,7.928856791309816,85,0,730,0.5419029545600754,0.0
S00234,182,0.2493150684931507,0.6855601151720696,6,616,730,2.749774088327532,0.8438356164383561
S00235,8074,11.06027397260274,5.681455882071538,53,0,730,0.5136812972395619,0.0
S00236,6417,8.79041095890411,4.126087648388515,28,1,730,0.4693850683066256,0.0013698630136986301
S00237,4938,6.764383561643836,3.983070134838642,35,8,730,0.5888297283175797,0.010958904109589041
S00238,11346,15.542465753424658,14.012887638699599,203,1,730,0.9015871651904378,0.0013698630136986301
S00239,179,0.2452054794520548,0.5822102288582867,3,600,730,2.374376910986309,0.821917808219178
S00240,6246,8.556164383561644,6.365437071304961,92,4,730,0.7439591838060553,0.005479452054794521
S00241,606,0.8301369863013699,1.2355818599547908,7,398,730,1.4884071910346488,0.5452054794520548
S00242,14897,20.40684931506849,11.740107808236045,185,0,730,0.5753023226161182,0.0
S00243,261,0.35753424657534244,0.8179095787875802,9,567,730,2.28763981806488,0.7767123287671233
S00244,2181,2.9876712328767123,1.9390185464079448,11,61,730,0.6490066661521319,0.08356164383561644
S00245,4572,6.263013698630137,4.638584135751831,31,15,730,0.7406313252622128,0.02054794520547945
S00246,29162,39.94794520547945,16.581759936022127,232,0,730,0.41508417643838397,0.0
S00247,303,0.41506849315068495,0.7250507257930544,5,500,730,1.7468218806235303,0.684931506849315
S00248,7731,10.59041095890411,5.545241398067597,50,0,730,0.5236096521264191,0.0
S00249,8360,11.452054794520548,7.7172976497492956,78,3,730,0.673878861760405,0.00410958904109589
S00250,3868,5.298630136986302,3.0557011480772713,24,12,730,0.5766964421138594,0.01643835616438356
S00251,6411,8.782191780821918,14.295258477641928,287,37,730,1.6277552158288267,0.050684931506849315
S00252,7413,10.154794520547945,11.389928180172602,164,18,730,1.1216305910597597,0.024657534246575342
S00253,179,0.2452054794520548,0.6362486715006914,6,604,730,2.594757151930194,0.8273972602739726
S00254,56,0.07671232876712329,0.3807870514943888,5,692,730,4.963831206980425,0.947945205479452
S00255,11679,15.998630136986302,12.617132876238118,210,0,730,0.7886383251694346,0.0
S00256,199,0.2726027397260274,0.7283708400608303,6,608,730,2.6719131318814378,0.8328767123287671
S00257,5112,7.002739726027397,3.964519341412447,52,5,730,0.5661383253581938,0.00684931506849315
S00258,412,0.5643835616438356,0.958303522601462,8,464,730,1.697964979366668,0.6356164383561644
S00259,10947,14.995890410958904,11.739104201354163,79,3,730,0.7828214183784178,0.00410958904109589
S00260,3724,5.101369863013699,5.5201959456754395,53,33,730,1.0821007090072692,0.045205479452054796
S00261,443,0.6068493150684932,1.1404555640561518,12,474,730,1.8793060084898212,0.6493150684931507
S00262,12686,17.378082191780823,9.301802214500137,99,0,730,0.5352605720152215,0.0
S00263,4984,6.8273972602739725,5.81071476763653,105,12,730,0.8510878371538256,0.01643835616438356
S00264,6035,8.267123287671232,4.032262034868055,41,1,730,0.48774669187302083,0.0013698630136986301
S00265,3670,5.027397260273973,5.7079652255579685,63,72,730,1.1353718296068984,0.09863013698630137
S00266,10635,14.568493150684931,16.183154179818345,188,1,730,1.1108323978624721,0.0013698630136986301
S00267,945,1.2945205479452055,1.884045381324806,19,314,730,1.4554001358382098,0.4301369863013699
S00268,399,0.5465753424657535,0.9636154757604579,6,479,730,1.763005757656978,0.6561643835616439
S00269,406,0.5561643835616439,0.8299910425367976,6,445,730,1.4923484262361137,0.6095890410958904
S00270,278,0.38082191780821917,0.7445563826375801,6,525,730,1.9551300695159477,0.7191780821917808
S00271,103,0.1410958904109589,0.5296000034289295,8,658,730,3.7534757524574616,0.9013698630136986
S00272,212,0.29041095890410956,0.8449258510111394,9,609,730,2.9094144869723197,0.8342465753424657
S00273,4076,5.583561643835616,4.228942465378494,41,13,730,0.7573915602861385,0.01780821917808219
S00274,157,0.21506849315068494,0.5799983995239997,5,616,730,2.696807844920508,0.8438356164383561
S00275,1444,1.978082191780822,2.4616814586092315,16,220,730,1.2444788537290437,0.3013698630136986
S00276,6619,9.067123287671233,5.785335863607069,44,7,730,0.6380563801832846,0.009589041095890411
S00277,1174,1.6082191780821917,1.3966207919096674,7,174,730,0.8684268978654661,0.23835616438356164
S00278,284,0.38904109589041097,0.6578765449363569,4,505,730,1.69102069649134,0.6917808219178082
S00279,9517,13.036986301369863,8.694636835315713,113,0,730,0.6669207617716161,0.0
S00280,18433,25.25068493150685,19.84442663297882,234,0,730,0.7858965682240838,0.0
S00281,46960,64.32876712328768,50.93020986547747,735,0,730,0.7917174872614683,0.0
S00282,428,0.5863013698630137,1.0753906450063253,8,476,730,1.8341943244266763,0.6520547945205479
S00283,1309,1.7931506849315069,2.382424717711338,20,239,730,1.3286249380666741,0.3273972602739726
S00284,169,0.23150684931506849,0.639224648719467,6,616,730,2.761147890918408,0.8438356164383561
S00285,136,0.1863013698630137,0.5551393671932507,4,635,730,2.9797921915520074,0.8698630136986302
S00286,145,0.19863013698630136,0.689126432697789,9,640,730,3.4693951439268,0.8767123287671232
S00287,14651,20.06986301369863,8.56248212368255,139,0,730,0.42663380999851624,0.0
S00288,2700,3.6986301369863015,2.419541678571437,20,33,730,0.654172379761907,0.045205479452054796
S00289,3192,4.372602739726028,4.349708227730313,45,59,730,0.9947640997002283,0.08082191780821918
S00290,142,0.19452054794520549,0.6267670025093387,5,642,730,3.2221120551536426,0.8794520547945206
S00291,8887,12.173972602739726,6.280470904846888,62,0,730,0.515893300386883,0.0
S00292,4313,5.9082191780821915,5.109077787298675,52,33,730,0.8647407337649045,0.045205479452054796
S00293,27,0.036986301369863014,0.20951760474536618,2,706,730,5.664735239411752,0.9671232876712329
S00294,8112,11.112328767123287,6.432810810684357,99,0,730,0.5788895330127688,0.0
S00295,3359,4.601369863013699,3.0127754113442076,24,23,730,0.6547561924028793,0.031506849315068496
S00296,23,0.031506849315068496,0.22307042588611223,3,712,730,7.080061343341822,0.9753424657534246
S00297,289,0.3958904109589041,0.8466732050174269,10,541,730,2.138655500563051,0.7410958904109589
S00298,1681,2.302739726027397,2.3177298743164534,20,137,730,1.0065097015175557,0.18767123287671234
S00299,12266,16.802739726027397,16.55251420073805,132,3,730,0.9851080520576208,0.00410958904109589
