dato,t,sku_id,kategori,merke,butikk,pris,basispris,rabatt_pct,kampanje,lager,stockout,salg
2022-02-25,54,P001,meieri,E,middels,26.6,26.6,0,0,109,0,98
2022-02-26,55,P001,meieri,E,middels,26.6,26.6,0,0,24,0,85
2022-02-27,56,P001,meieri,E,middels,26.6,26.6,0,0,0,1,24
2022-02-28,57,P001,meieri,E,middels,26.6,26.6,0,0,388,0,39
2022-03-01,58,P001,meieri,E,middels,19.15,26.6,28,1,267,0,121
2022-03-02,59,P001,meieri,E,middels,22.88,26.6,14,1,173,0,94
2022-03-03,60,P001,meieri,E,middels,26.6,26.6,0,0,119,0,54
2022-03-04,61,P001,meieri,E,middels,26.6,26.6,0,0,53,0,66
2022-03-05,62,P001,meieri,E,middels,26.6,26.6,0,0,0,1,53
2022-03-06,63,P001,meieri,E,middels,26.6,26.6,0,0,0,1,0
2022-03-07,64,P001,meieri,E,middels,26.6,26.6,0,0,363,0,64
2022-03-08,65,P001,meieri,E,middels,26.6,26.6,0,0,321,0,42
2022-03-09,66,P001,meieri,E,middels,26.6,26.6,0,0,252,0,69
2022-03-10,67,P001,meieri,E,middels,26.6,26.6,0,0,209,0,43
2022-03-11,68,P001,meieri,E,middels,23.94,26.6,10,1,117,0,92
2022-03-12,69,P001,meieri,E,middels,26.6,26.6,0,0,46,0,71
2022-03-13,70,P001,meieri,E,middels,26.6,26.6,0,0,0,1,46
2022-03-14,71,P001,meieri,E,middels,26.6,26.6,0,0,366,0,61
2022-03-15,72,P001,meieri,E,middels,26.6,26.6,0,0,324,0,42
2022-03-16,73,P001,meieri,E,middels,26.6,26.6,0,0,261,0,63
2022-03-17,74,P001,meieri,E,middels,23.41,26.6,12,1,185,0,76
2022-03-18,75,P001,meieri,E,middels,26.6,26.6,0,0,125,0,60
2022-03-19,76,P001,meieri,E,middels,26.6,26.6,0,0,59,0,66
2022-03-20,77,P001,meieri,E,middels,26.6,26.6,0,0,10,0,49
2022-03-21,78,P001,meieri,E,middels,26.6,26.6,0,0,396,0,41
2022-03-22,79,P001,meieri,E,middels,26.6,26.6,0,0,359,0,37
2022-03-23,80,P001,meieri,E,middels,26.6,26.6,0,0,317,0,42
2022-03-24,81,P001,meieri,E,middels,26.6,26.6,0,0,263,0,54
2022-03-25,82,P001,meieri,E,middels,26.6,26.6,0,0,200,0,63
2022-03-26,83,P001,meieri,E,middels,26.6,26.6,0,0,116,0,84
2022-03-27,84,P001,meieri,E,middels,18.09,26.6,32,1,35,0,81
2022-03-28,85,P001,meieri,E,middels,20.75,26.6,22,1,389,0,73
2022-03-29,86,P001,meieri,E,middels,26.6,26.6,0,0,325,0,64
2022-03-30,87,P001,meieri,E,middels,26.6,26.6,0,0,273,0,52
2022-03-31,88,P001,meieri,E,middels,18.09,26.6,32,1,140,0,133
2022-04-01,89,P001,meieri,E,middels,26.6,26.6,0,0,80,0,60
2022-04-02,90,P001,meieri,E,middels,19.68,26.6,26,1,0,1,80
2022-04-03,91,P001,meieri,E,middels,26.6,26.6,0,0,0,1,0
2022-04-04,92,P001,meieri,E,middels,26.6,26.6,0,0,363,0,64
2022-04-05,93,P001,meieri,E,middels,26.6,26.6,0,0,291,0,72
2022-04-06,94,P001,meieri,E,middels,26.6,26.6,0,0,244,0,47
2022-04-07,95,P001,meieri,E,middels,26.6,26.6,0,0,194,0,50
2022-04-08,96,P001,meieri,E,middels,26.6,26.6,0,0,138,0,56
2022-04-09,97,P001,meieri,E,middels,22.08,26.6,17,1,50,0,88
2022-04-10,98,P001,meieri,E,middels,22.34,26.6,16,1,6,0,44
2022-04-11,99,P001,meieri,E,middels,26.6,26.6,0,0,402,0,31
2022-04-12,100,P001,meieri,E,middels,26.6,26.6,0,0,365,0,37
2022-04-13,101,P001,meieri,E,middels,26.6,26.6,0,0,324,0,41
2022-04-14,102,P001,meieri,E,middels,26.6,26.6,0,0,281,0,43
2022-04-15,103,P001,meieri,E,middels,26.6,26.6,0,0,219,0,62
2022-04-16,104,P001,meieri,E,middels,26.6,26.6,0,0,142,0,77
2022-04-17,105,P001,meieri,E,middels,26.6,26.6,0,0,95,0,47
2022-04-18,106,P001,meieri,E,middels,26.6,26.6,0,0,482,0,40
2022-04-19,107,P001,meieri,E,middels,26.6,26.6,0,0,450,0,32
2022-04-20,108,P001,meieri,E,middels,21.55,26.6,19,1,377,0,73
2022-04-21,109,P001,meieri,E,middels,26.6,26.6,0,0,334,0,43
2022-04-22,110,P001,meieri,E,middels,26.6,26.6,0,0,284,0,50
2022-04-23,111,P001,meieri,E,middels,26.6,26.6,0,0,230,0,54
2022-04-24,112,P001,meieri,E,middels,26.6,26.6,0,0,194,0,36
2022-04-25,113,P001,meieri,E,middels,26.6,26.6,0,0,583,0,38
2022-04-26,114,P001,meieri,E,middels,26.6,26.6,0,0,561,0,22
2022-04-27,115,P001,meieri,E,middels,26.6,26.6,0,0,522,0,39
2022-04-28,116,P001,meieri,E,middels,26.6,26.6,0,0,475,0,47
2022-04-29,117,P001,meieri,E,middels,26.6,26.6,0,0,426,0,49
2022-04-30,118,P001,meieri,E,middels,26.6,26.6,0,0,383,0,43
2022-05-01,119,P001,meieri,E,middels,26.6,26.6,0,0,342,0,41
2022-05-02,120,P001,meieri,E,middels,26.6,26.6,0,0,731,0,38
2022-05-03,121,P001,meieri,E,middels,26.6,26.6,0,0,689,0,42
2022-05-04,122,P001,meieri,E,middels,21.81,26.6,18,1,620,0,69
2022-05-05,123,P001,meieri,E,middels,26.6,26.6,0,0,578,0,42
2022-05-06,124,P001,meieri,E,middels,23.41,26.6,12,1,488,0,90
2022-05-07,125,P001,meieri,E,middels,26.6,26.6,0,0,442,0,46
2022-05-08,126,P001,meieri,E,middels,26.6,26.6,0,0,408,0,34
2022-05-09,127,P001,meieri,E,middels,18.89,26.6,29,1,759,0,76
2022-05-10,128,P001,meieri,E,middels,21.55,26.6,19,1,702,0,57
2022-05-11,129,P001,meieri,E,middels,26.6,26.6,0,0,662,0,40
2022-05-12,130,P001,meieri,E,middels,26.6,26.6,0,0,623,0,39
2022-05-13,131,P001,meieri,E,middels,26.6,26.6,0,0,562,0,61
2022-05-14,132,P001,meieri,E,middels,26.6,26.6,0,0,484,0,78
2022-05-15,133,P001,meieri,E,middels,26.6,26.6,0,0,446,0,38
2022-05-16,134,P001,meieri,E,middels,26.6,26.6,0,0,845,0,28
2022-05-17,135,P001,meieri,E,middels,18.35,26.6,31,1,805,0,40
2022-05-18,136,P001,meieri,E,middels,26.6,26.6,0,0,764,0,41
2022-05-19,137,P001,meieri,E,middels,26.6,26.6,0,0,724,0,40
2022-05-20,138,P001,meieri,E,middels,26.6,26.6,0,0,693,0,31
2022-05-21,139,P001,meieri,E,middels,18.35,26.6,31,1,611,0,82
2022-05-22,140,P001,meieri,E,middels,26.6,26.6,0,0,578,0,33
2022-05-23,141,P001,meieri,E,middels,26.6,26.6,0,0,960,0,45
2022-05-24,142,P001,meieri,E,middels,26.6,26.6,0,0,922,0,38
2022-05-25,143,P001,meieri,E,middels,26.6,26.6,0,0,896,0,26
2022-05-26,144,P001,meieri,E,middels,26.6,26.6,0,0,847,0,49
2022-05-27,145,P001,meieri,E,middels,26.6,26.6,0,0,798,0,49
2022-05-28,146,P001,meieri,E,middels,26.6,26.6,0,0,727,0,71
2022-05-29,147,P001,meieri,E,middels,26.6,26.6,0,0,700,0,27
2022-05-30,148,P001,meieri,E,middels,26.6,26.6,0,0,1090,0,37
2022-05-31,149,P001,meieri,E,middels,19.42,26.6,27,1,1018,0,72
2022-06-01,150,P001,meieri,E,middels,26.6,26.6,0,0,983,0,35
2022-06-02,151,P001,meieri,E,middels,26.6,26.6,0,0,950,0,33
2022-06-03,152,P001,meieri,E,middels,22.88,26.6,14,1,910,0,40
2022-06-04,153,P001,meieri,E,middels,26.6,26.6,0,0,874,0,36
2022-06-05,154,P001,meieri,E,middels,20.48,26.6,23,1,829,0,45
2022-06-06,155,P001,meieri,E,middels,26.6,26.6,0,0,1234,0,22
2022-06-07,156,P001,meieri,E,middels,26.6,26.6,0,0,1213,0,21
2022-06-08,157,P001,meieri,E,middels,26.6,26.6,0,0,1186,0,27
2022-06-09,158,P001,meieri,E,middels,26.6,26.6,0,0,1148,0,38
2022-06-10,159,P001,meieri,E,middels,26.6,26.6,0,0,1103,0,45
2022-06-11,160,P001,meieri,E,middels,23.94,26.6,10,1,1005,0,98
2022-06-12,161,P001,meieri,E,middels,26.6,26.6,0,0,977,0,28
2022-06-13,162,P001,meieri,E,middels,26.6,26.6,0,0,1377,0,27
2022-06-14,163,P001,meieri,E,middels,19.95,26.6,25,1,1333,0,44
2022-06-15,164,P001,meieri,E,middels,26.6,26.6,0,0,1301,0,32
2022-06-16,165,P001,meieri,E,middels,26.6,26.6,0,0,1271,0,30
2022-06-17,166,P001,meieri,E,middels,26.6,26.6,0,0,1218,0,53
2022-06-18,167,P001,meieri,E,middels,26.6,26.6,0,0,1155,0,63
2022-06-19,168,P001,meieri,E,middels,26.6,26.6,0,0,1119,0,36
2022-06-20,169,P001,meieri,E,middels,26.6,26.6,0,0,1513,0,33
2022-06-21,170,P001,meieri,E,middels,26.6,26.6,0,0,1476,0,37
2022-06-22,171,P001,meieri,E,middels,26.6,26.6,0,0,1439,0,37
2022-06-23,172,P001,meieri,E,middels,26.6,26.6,0,0,1410,0,29
2022-06-24,173,P001,meieri,E,middels,26.6,26.6,0,0,1376,0,34
2022-06-25,174,P001,meieri,E,middels,26.6,26.6,0,0,1326,0,50
2022-06-26,175,P001,meieri,E,middels,22.88,26.6,14,1,1271,0,55
2022-06-27,176,P001,meieri,E,middels,26.6,26.6,0,0,1663,0,35
2022-06-28,177,P001,meieri,E,middels,26.6,26.6,0,0,1620,0,43
2022-06-29,178,P001,meieri,E,middels,26.6,26.6,0,0,1582,0,38
2022-06-30,179,P001,meieri,E,middels,26.6,26.6,0,0,1537,0,45
2022-07-01,180,P001,meieri,E,middels,26.6,26.6,0,0,1477,0,60
2022-07-02,181,P001,meieri,E,middels,26.6,26.6,0,0,1417,0,60
2022-07-03,182,P001,meieri,E,middels,26.6,26.6,0,0,1388,0,29
2022-07-04,183,P001,meieri,E,middels,26.6,26.6,0,0,1791,0,24
2022-07-05,184,P001,meieri,E,middels,26.6,26.6,0,0,1754,0,37
2022-07-06,185,P001,meieri,E,middels,26.6,26.6,0,0,1719,0,35
2022-07-07,186,P001,meieri,E,middels,26.6,26.6,0,0,1684,0,35
2022-07-08,187,P001,meieri,E,middels,22.88,26.6,14,1,1622,0,62
2022-07-09,188,P001,meieri,E,middels,26.6,26.6,0,0,1576,0,46
2022-07-10,189,P001,meieri,E,middels,26.6,26.6,0,0,1548,0,28
2022-07-11,190,P001,meieri,E,middels,26.6,26.6,0,0,1944,0,31
2022-07-12,191,P001,meieri,E,middels,26.6,26.6,0,0,1901,0,43
2022-07-13,192,P001,meieri,E,middels,22.34,26.6,16,1,1828,0,73
2022-07-14,193,P001,meieri,E,middels,26.6,26.6,0,0,1808,0,20
2022-07-15,194,P001,meieri,E,middels,18.09,26.6,32,1,1724,0,84
2022-07-16,195,P001,meieri,E,middels,26.6,26.6,0,0,1671,0,53
2022-07-17,196,P001,meieri,E,middels,26.6,26.6,0,0,1635,0,36
2022-07-18,197,P001,meieri,E,middels,26.6,26.6,0,0,2024,0,38
2022-07-19,198,P001,meieri,E,middels,26.6,26.6,0,0,1997,0,27
2022-07-20,199,P001,meieri,E,middels,26.6,26.6,0,0,1946,0,51
2022-07-21,200,P001,meieri,E,middels,26.6,26.6,0,0,1904,0,42
2022-07-22,201,P001,meieri,E,middels,26.6,26.6,0,0,1868,0,36
2022-07-23,202,P001,meieri,E,middels,26.6,26.6,0,0,1821,0,47
2022-07-24,203,P001,meieri,E,middels,18.89,26.6,29,1,1767,0,54
2022-07-25,204,P001,meieri,E,middels,19.42,26.6,27,1,2131,0,63
2022-07-26,205,P001,meieri,E,middels,26.6,26.6,0,0,2090,0,41
2022-07-27,206,P001,meieri,E,middels,19.15,26.6,28,1,2012,0,78
2022-07-28,207,P001,meieri,E,middels,26.6,26.6,0,0,1968,0,44
2022-07-29,208,P001,meieri,E,middels,20.22,26.6,24,1,1878,0,90
2022-07-30,209,P001,meieri,E,middels,26.6,26.6,0,0,1830,0,48
2022-07-31,210,P001,meieri,E,middels,26.6,26.6,0,0,1788,0,42
2022-08-01,211,P001,meieri,E,middels,26.6,26.6,0,0,2175,0,40
2022-08-02,212,P001,meieri,E,middels,26.6,26.6,0,0,2135,0,40
2022-08-03,213,P001,meieri,E,middels,26.6,26.6,0,0,2095,0,40
2022-08-04,214,P001,meieri,E,middels,26.6,26.6,0,0,2053,0,42
2022-08-05,215,P001,meieri,E,middels,26.6,26.6,0,0,1996,0,57
2022-08-06,216,P001,meieri,E,middels,20.48,26.6,23,1,1900,0,96
2022-08-07,217,P001,meieri,E,middels,17.56,26.6,34,1,1837,0,63
2022-08-08,218,P001,meieri,E,middels,26.6,26.6,0,0,2224,0,40
2022-08-09,219,P001,meieri,E,middels,26.6,26.6,0,0,2194,0,30
2022-08-10,220,P001,meieri,E,middels,26.6,26.6,0,0,2170,0,24
2022-08-11,221,P001,meieri,E,middels,26.6,26.6,0,0,2114,0,56
2022-08-12,222,P001,meieri,E,middels,26.6,26.6,0,0,2063,0,51
2022-08-13,223,P001,meieri,E,middels,26.6,26.6,0,0,1995,0,68
2022-08-14,224,P001,meieri,E,middels,26.6,26.6,0,0,1948,0,47
2022-08-15,225,P001,meieri,E,middels,26.6,26.6,0,0,2331,0,44
2022-08-16,226,P001,meieri,E,middels,23.41,26.6,12,1,2261,0,70
2022-08-17,227,P001,meieri,E,middels,26.6,26.6,0,0,2214,0,47
2022-08-18,228,P001,meieri,E,middels,26.6,26.6,0,0,2150,0,64
2022-08-19,229,P001,meieri,E,middels,19.42,26.6,27,1,2032,0,118
2022-08-20,230,P001,meieri,E,middels,21.28,26.6,20,1,1934,0,98
2022-08-21,231,P001,meieri,E,middels,26.6,26.6,0,0,1905,0,29
2022-08-22,232,P001,meieri,E,middels,26.6,26.6,0,0,2288,0,44
2022-08-23,233,P001,meieri,E,middels,26.6,26.6,0,0,2247,0,41
2022-08-24,234,P001,meieri,E,middels,26.6,26.6,0,0,2217,0,30
2022-08-25,235,P001,meieri,E,middels,26.6,26.6,0,0,2163,0,54
2022-08-26,236,P001,meieri,E,middels,26.6,26.6,0,0,2092,0,71
2022-08-27,237,P001,meieri,E,middels,26.6,26.6,0,0,2027,0,65
2022-08-28,238,P001,meieri,E,middels,22.88,26.6,14,1,1967,0,60
2022-08-29,239,P001,meieri,E,middels,19.42,26.6,27,1,2331,0,63
2022-08-30,240,P001,meieri,E,middels,26.6,26.6,0,0,2272,0,59
2022-08-31,241,P001,meieri,E,middels,26.6,26.6,0,0,2220,0,52
2022-09-01,242,P001,meieri,E,middels,26.6,26.6,0,0,2171,0,49
2022-09-02,243,P001,meieri,E,middels,26.6,26.6,0,0,2109,0,62
2022-09-03,244,P001,meieri,E,middels,26.6,26.6,0,0,2040,0,69
2022-09-04,245,P001,meieri,E,middels,26.6,26.6,0,0,1995,0,45
2022-09-05,246,P001,meieri,E,middels,26.6,26.6,0,0,2382,0,40
2022-09-06,247,P001,meieri,E,middels,26.6,26.6,0,0,2336,0,46
2022-09-07,248,P001,meieri,E,middels,26.6,26.6,0,0,2289,0,47
2022-09-08,249,P001,meieri,E,middels,26.6,26.6,0,0,2227,0,62
2022-09-09,250,P001,meieri,E,middels,26.6,26.6,0,0,2177,0,50
2022-09-10,251,P001,meieri,E,middels,26.6,26.6,0,0,2102,0,75
2022-09-11,252,P001,meieri,E,middels,26.6,26.6,0,0,2054,0,48
2022-09-12,253,P001,meieri,E,middels,26.6,26.6,0,0,2427,0,54
2022-09-13,254,P001,meieri,E,middels,26.6,26.6,0,0,2367,0,60
2022-09-14,255,P001,meieri,E,middels,26.6,26.6,0,0,2311,0,56
2022-09-15,256,P001,meieri,E,middels,26.6,26.6,0,0,2273,0,38
2022-09-16,257,P001,meieri,E,middels,23.41,26.6,12,1,2159,0,114
2022-09-17,258,P001,meieri,E,middels,18.89,26.6,29,1,2007,0,152
2022-09-18,259,P001,meieri,E,middels,26.6,26.6,0,0,1984,0,23
2022-09-19,260,P001,meieri,E,middels,18.89,26.6,29,1,2339,0,72
2022-09-20,261,P001,meieri,E,middels,26.6,26.6,0,0,2281,0,58
2022-09-21,262,P001,meieri,E,middels,26.6,26.6,0,0,2235,0,46
2022-09-22,263,P001,meieri,E,middels,17.56,26.6,34,1,2125,0,110
2022-09-23,264,P001,meieri,E,middels,26.6,26.6,0,0,2045,0,80
2022-09-24,265,P001,meieri,E,middels,26.6,26.6,0,0,1967,0,78
2022-09-25,266,P001,meieri,E,middels,26.6,26.6,0,0,1925,0,42
2022-09-26,267,P001,meieri,E,middels,18.62,26.6,30,1,2238,0,114
2022-09-27,268,P001,meieri,E,middels,17.82,26.6,33,1,2160,0,78
2022-09-28,269,P001,meieri,E,middels,19.15,26.6,28,1,2066,0,94
2022-09-29,270,P001,meieri,E,middels,18.09,26.6,32,1,1909,0,157
2022-09-30,271,P001,meieri,E,middels,26.6,26.6,0,0,1825,0,84
2022-10-01,272,P001,meieri,E,middels,18.62,26.6,30,1,1637,0,188
2022-10-02,273,P001,meieri,E,middels,26.6,26.6,0,0,1571,0,66
2022-10-03,274,P001,meieri,E,middels,26.6,26.6,0,0,1950,0,48
2022-10-04,275,P001,meieri,E,middels,26.6,26.6,0,0,1878,0,72
2022-10-05,276,P001,meieri,E,middels,26.6,26.6,0,0,1809,0,69
2022-10-06,277,P001,meieri,E,middels,26.6,26.6,0,0,1746,0,63
2022-10-07,278,P001,meieri,E,middels,26.6,26.6,0,0,1665,0,81
2022-10-08,279,P001,meieri,E,middels,26.6,26.6,0,0,1574,0,91
2022-10-09,280,P001,meieri,E,middels,23.94,26.6,10,1,1482,0,92
2022-10-10,281,P001,meieri,E,middels,26.6,26.6,0,0,1858,0,51
2022-10-11,282,P001,meieri,E,middels,26.6,26.6,0,0,1802,0,56
2022-10-12,283,P001,meieri,E,middels,26.6,26.6,0,0,1722,0,80
2022-10-13,284,P001,meieri,E,middels,26.6,26.6,0,0,1651,0,71
2022-10-14,285,P001,meieri,E,middels,26.6,26.6,0,0,1566,0,85
2022-10-15,286,P001,meieri,E,middels,19.15,26.6,28,1,1366,0,200
2022-10-16,287,P001,meieri,E,middels,26.6,26.6,0,0,1324,0,42
2022-10-17,288,P001,meieri,E,middels,26.6,26.6,0,0,1708,0,43
2022-10-18,289,P001,meieri,E,middels,19.68,26.6,26,1,1594,0,114
2022-10-19,290,P001,meieri,E,middels,26.6,26.6,0,0,1540,0,54
2022-10-20,291,P001,meieri,E,middels,19.68,26.6,26,1,1377,0,163
2022-10-21,292,P001,meieri,E,middels,26.6,26.6,0,0,1280,0,97
2022-10-22,293,P001,meieri,E,middels,21.55,26.6,19,1,1104,0,176
2022-10-23,294,P001,meieri,E,middels,26.6,26.6,0,0,1046,0,58
2022-10-24,295,P001,meieri,E,middels,26.6,26.6,0,0,1407,0,66
2022-10-25,296,P001,meieri,E,middels,26.6,26.6,0,0,1351,0,56
2022-10-26,297,P001,meieri,E,middels,26.6,26.6,0,0,1290,0,61
2022-10-27,298,P001,meieri,E,middels,26.6,26.6,0,0,1202,0,88
2022-10-28,299,P001,meieri,E,middels,26.6,26.6,0,0,1087,0,115
2022-10-29,300,P001,meieri,E,middels,26.6,26.6,0,0,991,0,96
2022-10-30,301,P001,meieri,E,middels,20.22,26.6,24,1,871,0,120
2022-10-31,302,P001,meieri,E,middels,26.6,26.6,0,0,1215,0,83
2022-11-01,303,P001,meieri,E,middels,26.6,26.6,0,0,1139,0,76
2022-11-02,304,P001,meieri,E,middels,26.6,26.6,0,0,1095,0,44
2022-11-03,305,P001,meieri,E,middels,26.6,26.6,0,0,997,0,98
2022-11-04,306,P001,meieri,E,middels,26.6,26.6,0,0,900,0,97
2022-11-05,307,P001,meieri,E,middels,26.6,26.6,0,0,773,0,127
2022-11-06,308,P001,meieri,E,middels,26.6,26.6,0,0,709,0,64
2022-11-07,309,P001,meieri,E,middels,21.55,26.6,19,1,1021,0,115
2022-11-08,310,P001,meieri,E,middels,26.6,26.6,0,0,926,0,95
2022-11-09,311,P001,meieri,E,middels,26.6,26.6,0,0,865,0,61
2022-11-10,312,P001,meieri,E,middels,26.6,26.6,0,0,762,0,103
2022-11-11,313,P001,meieri,E,middels,26.6,26.6,0,0,666,0,96
2022-11-12,314,P001,meieri,E,middels,26.6,26.6,0,0,526,0,140
2022-11-13,315,P001,meieri,E,middels,26.6,26.6,0,0,469,0,57
2022-11-14,316,P001,meieri,E,middels,26.6,26.6,0,0,845,0,51
2022-11-15,317,P001,meieri,E,middels,26.6,26.6,0,0,757,0,88
2022-11-16,318,P001,meieri,E,middels,26.6,26.6,0,0,646,0,111
2022-11-17,319,P001,meieri,E,middels,26.6,26.6,0,0,567,0,79
2022-11-18,320,P001,meieri,E,middels,26.6,26.6,0,0,468,0,99
2022-11-19,321,P001,meieri,E,middels,26.6,26.6,0,0,346,0,122
2022-11-20,322,P001,meieri,E,middels,26.6,26.6,0,0,276,0,70
2022-11-21,323,P001,meieri,E,middels,26.6,26.6,0,0,605,0,98
2022-11-22,324,P001,meieri,E,middels,26.6,26.6,0,0,503,0,102
2022-11-23,325,P001,meieri,E,middels,26.6,26.6,0,0,442,0,61
2022-11-24,326,P001,meieri,E,middels,26.6,26.6,0,0,365,0,77
2022-11-25,327,P001,meieri,E,middels,26.6,26.6,0,0,246,0,119
2022-11-26,328,P001,meieri,E,middels,26.6,26.6,0,0,129,0,117
2022-11-27,329,P001,meieri,E,middels,26.6,26.6,0,0,42,0,87
2022-11-28,330,P001,meieri,E,middels,26.6,26.6,0,0,401,0,68
2022-11-29,331,P001,meieri,E,middels,26.6,26.6,0,0,326,0,75
2022-11-30,332,P001,meieri,E,middels,26.6,26.6,0,0,271,0,55
2022-12-01,333,P001,meieri,E,middels,26.6,26.6,0,0,154,0,117
2022-12-02,334,P001,meieri,E,middels,22.88,26.6,14,1,0,1,154
2022-12-03,335,P001,meieri,E,middels,26.6,26.6,0,0,0,1,0
2022-12-04,336,P001,meieri,E,middels,20.48,26.6,23,1,0,1,0
2022-12-05,337,P001,meieri,E,middels,26.6,26.6,0,0,357,0,70
2022-12-06,338,P001,meieri,E,middels,20.75,26.6,22,1,190,0,167
2022-12-07,339,P001,meieri,E,middels,26.6,26.6,0,0,84,0,106
2022-12-08,340,P001,meieri,E,middels,22.34,26.6,16,1,0,1,84
2022-12-09,341,P001,meieri,E,middels,26.6,26.6,0,0,0,1,0
2022-12-10,342,P001,meieri,E,middels,26.6,26.6,0,0,0,1,0
2022-12-11,343,P001,meieri,E,middels,26.6,26.6,0,0,0,1,0
2022-12-12,344,P001,meieri,E,middels,26.6,26.6,0,0,340,0,87
2022-12-13,345,P001,meieri,E,middels,26.6,26.6,0,0,227,0,113
2022-12-14,346,P001,meieri,E,middels,26.6,26.6,0,0,112,0,115
2022-12-15,347,P001,meieri,E,middels,26.6,26.6,0,0,0,1,112
2022-12-16,348,P001,meieri,E,middels,26.6,26.6,0,0,0,1,0
2022-12-17,349,P001,meieri,E,middels,19.42,26.6,27,1,0,1,0
2022-12-18,350,P001,meieri,E,middels,26.6,26.6,0,0,0,1,0
2022-12-19,351,P001,meieri,E,middels,26.6,26.6,0,0,325,0,102
2022-12-20,352,P001,meieri,E,middels,26.6,26.6,0,0,210,0,115
