MATNR,MAKTX,MTART,MATKL,WGBEZ,MEINS,ZZABC,ZZXYZ,MARC_ABC,UNIT_PRICE,TOTAL_STOCK,D_ANNUAL,ACTIVE_MONTHS,CV,MSEG_STATUS,TOTAL_NETWR,ORDER_COUNT,AVG_ORDER_QTY,NET_RECEIVED,LEAD_TIME_DAYS,SUPPLIER_COUNT,IS_ACTIVE,ABC_VALUE,ABC_VALUE_SOURCE,ABC_CUM_PCT,ABC_CLASS,XYZ_CLASS,EOQ,EOQ_FREQ,FREQ_AVVIK_PCT,EOQ_STATUS,TC_AVVIK_KR,LN_CV,LN_V,LN_DTCABS
4035963,Vannfelle Dryline Getinge,ZHAW,10060102,"MTU, Anestesiutstyr",STK,,X,C,243.81,360,1810.0,24.0,0.4228,AKTIV,511681.4,19.0,10.7,224.0,,,True,511681.4,EKPO,0.514816924561522,A,X,235.96313735460905,7.6706896691236315,23.8,OK,264.0,-0.8608560249860545,13.145459399048246,5.579729825986222
4008002,SVK 2løp barn 5Fr 13cm,ZHAW,10050108,Venekanyl/-port/-nål,STK,C,,C,445.16,93,25.0,4.0,2.3917,NY_ARTIKKEL,18976.0,2.0,4.0,8.0,,,True,18976.0,EKPO,0.9896609070822385,C,Z,20.523081470247458,1.2181406596393811,-17.9,OK,36.0,0.8720044101626822,9.85098299855398,3.6109179126442243
4005792,Stomi tetningsring Cera 2mm tykk 18-48mm,ZHAW,10050701,Stomiprodukter,STK,C,,C,0.1,100,2222.0,23.0,0.5221,AKTIV,492.0,37.0,6.0,222.0,,,True,492.0,EKPO,0.999976099355193,C,Y,12909.29897399545,0.17212398631993936,10648.1,FOR_MANGE_ORDRER,13618.0,-0.6498961385656303,6.20050917404269,9.519221155568957
4009911,Kanyle plexus u/elek.kabel caG21x100mm,ZHAW,10050108,Venekanyl/-port/-nål,STK,B,,,81.8,75,1650.0,21.0,0.6143,AKTIV,95060.0,13.0,4.0,56.0,,,True,95060.0,EKPO,0.8973207705297348,B,Y,388.95194893702114,4.242169256406443,53.2,FOR_MANGE_ORDRER,588.0,-0.48727187081225537,11.462274069784455,6.3784261836515865
4004843,Mellomstykke rett 4/4mm,ZHAW,10059999,Medisinske forbruksm,STK,C,,C,2.4049,165,320.0,9.0,1.9922,AKTIV,643.5,3.0,1.0,3.0,3.0,1.0,True,643.5,EKPO,0.999958852496739,C,Z,998.9807271629229,0.3203265001005485,368.3,FOR_MANGE_ORDRER,696.0,0.6892395557289283,6.468474822379242,6.546785410760524
4009081,Sprøyte CT dobbelt kit multi 200mlx2,ZHAW,10030703,Radiol. Vaskul. Prod,SET,A,,A,216.0,180,4026.0,24.0,0.4597,AKTIV,916510.0,30.0,7.3,219.0,,,True,916510.0,EKPO,0.3217840678446244,A,X,373.88723790290925,10.767952451603787,39.3,OK,896.0,-0.7771811761699547,13.728329348372085,6.799055862058796
4008211,Kat urin 2veis silikon bøyd Tiemann Ch18,ZHAW,10050404,Urol. Kateter/tilbh,STK,C,,C,198.13,90,680.0,19.0,1.1296,AKTIV,117884.4,6.0,2.0,12.0,,,True,117884.4,EKPO,0.8655250547762852,B,Z,160.43900808153748,4.238370756159337,-29.2,OK,383.0,0.12186358775684052,11.677468245100007,5.950642552587727
4000332,Kat urin tappe prefukt mann rett Ch14,ZHAW,10050404,Urol. Kateter/tilbh,STK,C,X,C,0.8669,442,6623.0,24.0,0.3723,AKTIV,1500.0,23.0,10.0,230.0,,,True,1500.0,EKPO,0.9998799319214574,C,X,7569.610057594756,0.8749459945238525,1214.4,FOR_MANGE_ORDRER,7363.0,-0.9880552981034658,7.313886831633462,8.904358542352968
4008213,Kat urin 2veis silikon bøyd Tiemann Ch14,ZHAW,10050404,Urol. Kateter/tilbh,STK,C,,C,106.21,75,1215.0,24.0,0.4261,AKTIV,196647.7,10.0,2.0,20.0,,,True,196647.7,EKPO,0.7766325344081569,A,X,292.91125948253483,4.14801398261867,20.5,OK,109.0,-0.8530812184762707,12.189174167108382,4.700480365792417
4000763,Tape fiksering NW m/beskyttpap 10cmx10m,ZHAW,10050801,Sårbehandlingsproduk,RUL,C,,C,17.87,35,1032.0,24.0,0.2131,AKTIV,14960.0,22.0,40.0,880.0,,,True,14960.0,EKPO,0.9922403879748917,C,X,658.1247205003257,1.5680918340454426,601.5,FOR_MANGE_ORDRER,6066.0,-1.5459937398775656,9.613202094214232,8.710619527942297
4000413,Steriliseringspose rull 150mmx200m,ZHAW,10030801,Dampsterilis. Emball,RUL,C,,C,331.15,14,107.0,24.0,0.3884,AKTIV,34680.6,26.0,2.0,52.0,,,True,34680.6,EKPO,0.9706811229545291,C,X,49.227767507415514,2.1735700280107535,498.1,FOR_MANGE_ORDRER,6762.0,-0.9457195425649672,10.45396456593174,8.81922185757494
4001574,"Tape silke 2,5cmx9,2m",ZHAW,10050801,Sårbehandlingsproduk,RUL,B,Y,C,9.56,525,10608.0,24.0,0.2202,AKTIV,66750.0,30.0,29.67,890.0,,,True,66750.0,EKPO,0.9306353131811437,B,X,2884.8181454326673,3.677181529378173,307.9,FOR_MANGE_ORDRER,6410.0,-1.5132190546935573,11.108724557423686,8.765770543987257
4002742,Kontrastinjektor med håndkontroll AT P65,ZHAW,10030703,Radiol. Vaskul. Prod,STK,,X,,441.14,410,3600.0,14.0,0.8844,AKTIV,1827730.0,16.0,25.63,410.0,,,True,1827730.0,EKPO,0.09217835700118872,A,Y,247.39656347302355,14.551536001398617,-45.0,OK,4024.0,-0.12284582999884586,14.41858586480677,8.300280189852664
4035956,Kateter føring PCI extrsup 6F 3.75 100cm,ZHAW,10030703,Radiol. Vaskul. Prod,STK,,X,,315.31,100,529.0,23.0,0.4725,AKTIV,193719.84,14.0,37.41,636.0,,,True,193719.84,EKPO,0.7797908870814738,A,X,112.17332556417593,4.715916171152042,48.4,OK,559.0,-0.7497175320483397,12.17417343266304,6.327936783729195
4038743,Stomipose Colop Mio2D highOutp kleb 50mm,ZHAW,10050701,Stomiprodukter,STK,,Y,,0.01,90,201.0,13.0,1.2229,AKTIV,1.8,5.0,6.0,36.0,,,True,1.8,EKPO,0.9999999546135306,C,Z,12278.029157808674,0.0163707055437449,15171.2,FOR_MANGE_ORDRER,1851.0,0.20122508721318721,1.0296194171811581,7.524021415206125
4002709,PVK safety m/brønn gul 24Gx19mm,ZHAW,10050108,Venekanyl/-port/-nål,STK,C,X,C,8.08,550,2700.0,21.0,0.5329,AKTIV,21765.6,9.0,6.0,54.0,,,True,21765.6,EKPO,0.9860627008975376,C,Y,1583.0944756431568,1.7055204484262274,163.8,FOR_MANGE_ORDRER,1302.0,-0.6294214896794004,9.988131963804586,7.172424577124845
4000974,"Tube svelg nr1/6,5cm",ZHAW,10050104,Anestesi luftveiprod,STK,C,X,C,8.76,234,1336.0,23.0,0.6387,AKTIV,8184.0,11.0,2.36,26.0,,,True,8184.0,EKPO,0.9970337555768322,C,Y,1069.5025088508937,1.249178930337844,340.3,FOR_MANGE_ORDRER,2464.0,-0.4483204184145935,9.010058489805235,7.80994708647679
4004248,"Nippel mini-pep 4,0mm ø22mm",ZHAW,10060107,"MTU, Respirasjonutst",STK,C,,,8.0,2070,240.0,5.0,2.7538,NY_ARTIKKEL,9600.0,1.0,12.0,12.0,,,True,9600.0,EKPO,0.996241664413717,C,Z,474.3416490252569,0.5059644256269407,-1.2,OK,0.0,1.012981776028135,9.169622538697624,0.0
4008206,Kat urin 2veis silikon barn Ch6,ZHAW,10050404,Urol. Kateter/tilbh,STK,C,X,C,101.59,90,345.0,22.0,0.6531,AKTIV,33402.84,11.0,6.0,66.0,,,True,33402.84,EKPO,0.9726100286219211,C,Y,159.59331620534437,2.1617446657734583,154.4,FOR_MANGE_ORDRER,1520.0,-0.4260250220735256,10.416426142416121,7.327123292259293
4035930,Maske hel NIV NV str M,ZHAW,10080601,Forbr BHM Resp.utst,STK,,X,C,387.82,55,934.0,24.0,0.5245,AKTIV,120180.0,29.0,5.28,153.0,,,True,120180.0,EKPO,0.8616730776570108,B,Y,134.39681254830694,6.949569578997921,108.6,FOR_MANGE_ORDRER,2949.0,-0.6453098511457852,11.696754218705356,7.989560449333865
4000334,Kat urin tappe prefukt mann rett Ch18,ZHAW,10050404,Urol. Kateter/tilbh,STK,C,Y,C,0.01,60,265.0,13.0,1.5466,AKTIV,51.0,8.0,1.0,8.0,,,True,51.0,EKPO,0.999999311489692,C,Z,14097.872179871685,0.01879716290649558,21179.8,FOR_MANGE_ORDRER,2972.0,0.436058973192798,3.9512437185814275,7.997326822998097
4000324,Stomipose 2D Sensura Mio tømba maxi 70mm,ZHAW,10050701,Stomiprodukter,STK,C,Y,C,0.0001,270,3480.0,23.0,0.5091,AKTIV,0.81,57.0,2.05,131.0,,,True,0.81,EKPO,0.9999999839239341,C,Y,510881.590977792,0.006811754546370561,418294.4,FOR_MANGE_ORDRER,21365.0,-0.6751108180738468,0.5933268452777344,9.969556152505833
4008276,Trykksett vene 1-linje m/flush 180cm,ZHAW,10050103,Infusjon/transfj. Pr,STK,C,X,C,137.16,163,330.0,18.0,1.215,AKTIV,24000.0,3.0,2.0,6.0,3.0,1.0,True,24000.0,EKPO,0.9832710385841995,C,Z,134.33026249722056,2.456631840549169,-38.9,OK,458.0,0.19474407679251185,10.085850775128717,6.129050210060545
4001120,"Tube endotrach m/cuff 9,0mm",ZHAW,10050104,Anestesi luftveiprod,STK,C,Y,C,15.0,130,180.0,15.0,0.8819,AKTIV,3000.0,1.0,2.0,2.0,,,True,3000.0,EKPO,0.9996590238761917,C,Y,300.0,0.6,-16.7,OK,15.0,-0.12567660808800193,8.006700845440367,2.772588722239781
4005052,Ventil engangs PEEP,ZHAW,10050101,Akutt/prehosp. Forbr,STK,,,,45.0,88,176.0,3.0,2.936,NY_ARTIKKEL,11520.0,6.0,5.33,32.0,,,True,11520.0,EKPO,0.9947131290657335,C,Z,171.26976771553504,1.0276186062932104,191.9,FOR_MANGE_ORDRER,973.0,1.0770481107522691,9.351926736038054,6.881411303642535
4002847,Autoklavetest Bowie-Dick,ZHAW,10030805,Steriliseringstester,STK,C,X,C,4.93,120,2826.0,21.0,1.7793,AKTIV,1217.36,2.0,1.0,2.0,,,True,1217.36,EKPO,0.9999005333190504,C,Z,2073.4484900700163,1.362946807472691,-26.6,OK,99.0,0.5762200285306536,7.105260971101131,4.605170185988092
4001348,"Tube endotrach m/cuff 5,5mm",ZHAW,10050104,Anestesi luftveiprod,STK,C,X,C,15.0,200,270.0,14.0,1.0364,AKTIV,3000.0,2.0,1.0,2.0,,,True,3000.0,EKPO,0.9995859508481877,C,Z,367.4234614174767,0.7348469228349535,36.1,OK,53.0,0.03575316970581784,8.006700845440367,3.9889840465642745
4006012,Kat urin m/tempsensor Ch14,ZHAW,10050404,Urol. Kateter/tilbh,STK,A,,C,70.58,684,5716.0,24.0,0.2268,AKTIV,364356.0,31.0,16.03,497.0,,,True,364356.0,EKPO,0.5990851498570761,A,X,779.356056530432,7.334260062655718,111.3,FOR_MANGE_ORDRER,3226.0,-1.48368670712854,12.805889435209744,8.079308192051961
4006185,Drenasjepose m/kleb 100ml usteril 6-38mm,ZHAW,10060499,"MTU, operas./kirugi",STK,C,,C,28.01,160,1180.0,23.0,0.5629,AKTIV,34020.0,20.0,3.0,60.0,,,True,34020.0,EKPO,0.9715180527019345,C,Y,562.1019357903043,2.099263362864857,376.4,FOR_MANGE_ORDRER,4682.0,-0.5746532865121562,10.434733259991683,8.451694209183541
4000333,Kat urin tappe prefukt mann rett Ch16,ZHAW,10050404,Urol. Kateter/tilbh,STK,C,Y,C,0.6845,245,1490.0,24.0,0.7901,AKTIV,261.0,13.0,3.92,51.0,,,True,261.0,EKPO,0.9999846488994695,C,Y,4040.517942628663,0.36876460423057594,1662.6,FOR_MANGE_ORDRER,4338.0,-0.23559575925344942,5.568344503761097,8.37539918579835
4005032,Maske O2 m/reservoirbag slange 2m barn,ZHAW,10050505,Oksygenbehandling,STK,C,X,C,28.0,56,382.0,21.0,0.8042,AKTIV,13030.0,7.0,0.71,5.0,,,True,13030.0,EKPO,0.9936047452793235,C,Y,319.8772085839011,1.1942082453798974,193.1,FOR_MANGE_ORDRER,1139.0,-0.21790728451896338,9.475086413144906,7.038783541388542
4006332,Stomiplate SenSuraMio klipp kleb 50mm,ZHAW,10060499,"MTU, operas./kirugi",STK,C,,C,0.0001,230,2510.0,24.0,0.5222,AKTIV,2.1,25.0,10.0,280.0,,,True,2.1,EKPO,0.9999999229485519,C,Y,433877.8629983327,0.0057850381733111035,215974.6,FOR_MANGE_ORDRER,9366.0,-0.6497046227171086,1.1314021114911006,9.14494815320913
4045334,Ventrikkelkateter Strata II snap 6cm,ZHAW,10030303,Invasiv kardiologi,STK,,X,,1667.98,31,4.0,1.0,4.7958,NY_ARTIKKEL,66719.2,2.0,20.0,40.0,,,True,66719.2,EKPO,0.9311770214000328,B,Z,4.24097007395613,0.9431804351943129,6.0,OK,2.0,1.5677405348778912,11.108263034630054,1.0986122886681098
4000084,Autoklavetape dampster blå 18mmx55m,ZHAW,10030805,Steriliseringstester,RUL,C,X,C,38.18,129,1168.0,24.0,0.3791,AKTIV,45826.56,22.0,2.0,42.0,,,True,45826.56,EKPO,0.9579406951797851,C,X,478.9984312280265,2.43842134723814,351.1,FOR_MANGE_ORDRER,4998.0,-0.9699552564598479,10.732640935850204,8.51699317141357
4001763,Knivblad opr nr15,ZHAW,10050606,Operasjonsprodukter,STK,C,X,C,1.9072,5300,39210.0,24.0,0.3131,AKTIV,44200.0,19.0,20.0,380.0,,,True,44200.0,EKPO,0.9601284271849275,C,X,12417.407508340375,3.157663946654235,200.9,FOR_MANGE_ORDRER,3176.0,-1.161232650649777,10.69650269224425,8.063692634269517
4000761,Bandasje skum m/silikon 10x10cm,ZHAW,10050801,Sårbehandlingsproduk,STK,C,,C,12.37,204,2718.0,24.0,0.3334,AKTIV,30450.0,29.0,10.0,290.0,,,True,30450.0,EKPO,0.9770094979338276,C,X,1283.7205930554987,2.1172831648128696,584.8,FOR_MANGE_ORDRER,7931.0,-1.0984123086654436,10.323874113321294,8.978660489639687
4000323,Stomipose 2D Sensura Mio tømba maxi 50mm,ZHAW,10050701,Stomiprodukter,STK,C,Y,C,0.0001,140,2460.0,20.0,0.6146,AKTIV,0.68,20.0,4.0,84.0,,,True,0.68,EKPO,0.9999999894450073,C,Y,429534.6318982906,0.005727128425310541,174507.6,FOR_MANGE_ORDRER,7491.0,-0.4867836292857527,0.5187937934151675,8.921591063563978
4038567,Kanyle vene  two stages 28/36Fr,ZHAW,10030398,Inv kardio forbr.mat,STK,,X,,360.1,29,132.0,6.0,2.0449,AKTIV,122331.0,4.0,8.5,24.0,,,True,122331.0,EKPO,0.8577440805919134,B,Z,52.43316053075137,2.5174908142831427,-20.6,OK,100.0,0.7153488885436319,11.71449393912664,4.61512051684126
4008439,Instrumentbeskytter transparent 30mm,ZHAW,10030899,Sterilisering forbru,STK,C,,C,2.7,2000,21200.0,24.0,0.3634,AKTIV,59220.0,15.0,7.47,112.0,5.0,2.0,True,59220.0,EKPO,0.9422797145411241,B,X,7673.909622147558,2.7626074639731213,171.5,FOR_MANGE_ORDRER,2244.0,-1.0122511230200661,10.98903148770011,7.716460800176355
4000027,Sonde ernæring ENFit Ch6/60cm,ZHAW,10080401,Forbr BHM Ernærsyst,STK,C,Y,C,39.69,184,595.0,23.0,0.681,AKTIV,24686.24,15.0,4.0,60.0,,,True,24686.24,EKPO,0.9824819370010444,C,Y,335.3115900678985,1.7744689346393192,322.7,FOR_MANGE_ORDRER,3278.0,-0.3841929728326246,10.11404178994245,8.095293776844649
4035959,Kateter føring  PCI extrsup 7F 3.5 100cm,ZHAW,10030703,Radiol. Vaskul. Prod,STK,,X,,316.16,17,320.0,20.0,0.6084,AKTIV,106412.4,29.0,10.78,345.0,,,True,106412.4,EKPO,0.8827373433550461,B,Y,87.12687941966536,3.672804559642853,294.8,FOR_MANGE_ORDRER,6064.0,-0.49692271859699916,11.575086787809548,8.71028982137815
4004200,Uridom latexfri selvklebende ø25mm,ZHAW,10050404,Urol. Kateter/tilbh,STK,C,,C,0.6484,180,1170.0,19.0,0.8485,AKTIV,207.0,14.0,3.0,39.0,,,True,207.0,EKPO,0.9999920536329738,C,Y,3678.765114803489,0.3180415067251443,2101.0,FOR_MANGE_ORDRER,4784.0,-0.16428519430785601,5.337538079701318,8.473241303887054
4000988,Sonde rektal Ch22 40cm,ZHAW,10050401,Avføringskontrollpro,STK,B,,C,4.83,439,2243.0,24.0,0.4114,AKTIV,12492.0,8.0,38.88,411.0,,,True,12492.0,EKPO,0.9943290770414545,C,X,1866.2580889733297,1.2018702092988245,232.8,FOR_MANGE_ORDRER,1468.0,-0.8881893017632803,9.432923766431829,7.292337176173877
4001524,"Øretube otoskop universal grå 2,5mm",ZHAW,10060514,"MTU, ØNH generell",STK,C,,C,1.1233,1600,17235.0,24.0,0.6756,AKTIV,19460.2,19.0,1.0,19.0,0.0,1.0,True,19460.2,EKPO,0.9885684804153384,C,Y,10727.249854129475,1.6066559681524855,491.3,FOR_MANGE_ORDRER,4919.0,-0.39215409404849205,9.876178018792542,8.501063809486354
4008157,Sonde mage steril enlumen Ch24/80cm,ZHAW,10030903,Fagspes. Kir. Instr,STK,C,,C,6.02,229,246.0,24.0,0.4455,AKTIV,1188.75,2.0,3.0,6.0,,,True,1188.75,EKPO,0.9999199281185663,C,X,553.6049180739046,0.4443602142406541,125.0,FOR_MANGE_ORDRER,232.0,-0.8085580320712731,7.08149848000122,5.4510384535657
4044461,Fikseringsimplantat benlapp titan 11mm,ZHAW,10030904,Gener. Kir. Instrum,STK,,X,,331.76,504,96.0,2.0,3.4278,NY_ARTIKKEL,143322.12,2.0,12.0,36.0,,,True,143322.12,EKPO,0.8353437832770148,B,Z,46.585872853837294,2.060710557065208,-51.5,FOR_FÅ_ORDRER,844.0,1.2319186559763349,11.872856940648866,6.739336627357174
4000411,Steriliseringspose rull 75mmx200m,ZHAW,10030801,Dampsterilis. Emball,RUL,C,Z,C,177.06,14,60.0,21.0,0.7024,AKTIV,11800.56,17.0,1.0,17.0,,,True,11800.56,EKPO,0.9945241134999632,C,Y,50.413404488132315,1.1901596531558276,614.2,FOR_MANGE_ORDRER,4715.0,-0.3532522366612301,9.375987005105488,8.458716261657262
4038552,Dialator kit vasculær ca 120cm,ZHAW,10050108,Venekanyl/-port/-nål,STK,,X,,972.41,42,28.0,7.0,1.7613,AKTIV,56720.0,2.0,30.0,60.0,3.0,1.0,True,56720.0,EKPO,0.945085942095173,B,Z,14.695519357919965,1.9053426638446604,-47.5,OK,615.0,0.566052172756113,10.94589979151604,6.423246963533519
4004246,"Nippel mini-pep 3,0mm ø22mm",ZHAW,10050504,Luftveisprod. Slange,STK,C,X,,11.11,1400,7690.0,12.0,1.8127,AKTIV,9600.0,1.0,12.0,12.0,,,True,9600.0,EKPO,0.9961637198505128,C,Z,2278.4356753950046,3.375122713818467,-85.2,FOR_FÅ_ORDRER,12399.0,0.5948174464867363,9.169622538697624,9.425451751593128
4000342,Kat urin tappe prefukt kvinne Ch14,ZHAW,10050404,Urol. Kateter/tilbh,STK,C,Y,C,0.9576,450,8900.0,24.0,0.2665,AKTIV,1770.0,23.0,10.0,230.0,,,True,1770.0,EKPO,0.9998542751694027,C,X,8348.98279938707,1.0659981238257412,978.8,FOR_MANGE_ORDRER,7100.0,-1.3223810353762377,7.479299637782834,8.867990898182093
4000108,Engangsblad standard til kir klipper,ZHAW,10050606,Operasjonsprodukter,STK,A,Y,C,16.94,2899,38001.0,24.0,0.2275,AKTIV,631652.0,67.0,12.16,791.0,,,True,631652.0,EKPO,0.4412184940717326,A,X,4101.771293597717,9.264534095139378,261.6,FOR_MANGE_ORDRER,13150.0,-1.480605040591132,13.35609547171259,9.484253080341965
4045033,Nakkebur Capri 16x14 5mm,ZHAW,10030508,Ryggkirurgi implant,STK,,X,,3466.0,12,10.0,3.0,2.8496,NY_ARTIKKEL,76252.0,3.0,7.33,34.0,,,True,76252.0,EKPO,0.9219796780725491,B,Z,4.6517498522410445,2.149728665048995,-30.2,OK,211.0,1.0471786335532602,11.241812037957988,5.356586274672012
4001458,Maske O2 m/slange 2m barn,ZHAW,10050505,Oksygenbehandling,STK,C,Y,,9.03,99,294.0,17.0,1.1788,AKTIV,695.0,2.0,1.0,2.0,,,True,695.0,EKPO,0.9999536277752367,C,Z,494.15184560176226,0.5949588221045218,68.1,FOR_MANGE_ORDRER,123.0,0.16449697188140266,6.54534966033442,4.820281565605037
4000420,Steriliseringspose 100x270mm,ZHAW,10030801,Dampsterilis. Emball,STK,C,Z,C,0.34,2500,49700.0,24.0,0.4928,AKTIV,15900.0,16.0,1.0,16.0,,,True,15900.0,EKPO,0.9914976932044003,C,X,33110.77663558746,1.5010218741466317,433.0,FOR_MANGE_ORDRER,3960.0,-0.707651866762827,9.674137279312397,8.284251797621916
4003915,Instrumentpose opr klar 3lommer ca30x50c,ZHAW,10050606,Operasjonsprodukter,STK,C,Y,C,10.14,280,4765.0,24.0,0.2371,AKTIV,41245.4,26.0,2.15,56.0,,,True,41245.4,EKPO,0.9645952870414114,C,X,1877.340747979351,2.5381646912680824,412.2,FOR_MANGE_ORDRER,6314.0,-1.4392732859107773,10.627319115227069,8.750683034784592
4038586,Kateter vent 16Fr,ZHAW,10050108,Venekanyl/-port/-nål,STK,,X,,326.8,30,410.0,16.0,0.7832,AKTIV,145400.0,10.0,5.0,45.0,3.0,1.0,True,145400.0,EKPO,0.8341801186894205,B,Y,97.00218927736736,4.22670872744582,18.3,OK,90.0,-0.2443671877658364,11.887250721636997,4.51085950651685
4001809,Propp kombi luer/luerlock hvit,ZHAW,10050103,Infusjon/transfj. Pr,STK,C,X,C,0.3105,2800,51400.0,24.0,0.2696,AKTIV,11050.0,16.0,29.38,450.0,,,True,11050.0,EKPO,0.9951707657915971,C,X,35235.57710212516,1.4587528920279815,448.4,FOR_MANGE_ORDRER,4011.0,-1.310815899943985,9.310276200588783,8.297045149081827
4001691,Stomiplate Sensura Mioflex klipp 40 50mm,ZHAW,10050701,Stomiprodukter,STK,C,,C,0.01,70,310.0,21.0,0.6603,AKTIV,0.32,7.0,8.0,64.0,,,True,0.32,EKPO,0.9999999972394636,C,Y,15247.950681976907,0.02033060090930254,17115.4,FOR_MANGE_ORDRER,2595.0,-0.41506100178161137,0.2776317365982795,7.86172707782398
4004237,Hanske plast steril L,ZHAW,10050308,Undersøkelseshansker,STK,C,,C,1.0406,1200,6900.0,20.0,0.8656,AKTIV,8220.0,4.0,1.0,4.0,,,True,8220.0,EKPO,0.9969673078367006,C,Y,7052.015631481106,0.9784436621492317,104.4,FOR_MANGE_ORDRER,391.0,-0.14433237088991993,9.014447135152134,5.971261839790462
4009912,PVK x-lang til UL G18 min 60mm grønn,ZHAW,10050108,Venekanyl/-port/-nål,STK,C,,B,35.4,450,3750.0,23.0,0.6552,AKTIV,134528.98,36.0,2.17,74.0,,,True,134528.98,EKPO,0.84432236560718,B,Y,891.3425410153657,4.207136793592526,327.8,FOR_MANGE_ORDRER,7927.0,-0.4228147464432774,11.809542352813853,8.978156076009824
