2.57,3.57,3.71,3.54,8.63,2.01,4.23,2.24,6.31,9.35,5.59,2.02,4.06,5.20,2.67,7.09,4.22,7.91,9.13,6.36,8.07,12.80,4.12,6.51,1.70,2.82,0.00,3.96,4.36,5.43,8.32,3.19,2.66,3.51,8.29,1.08,4.06,4.20,3.91,4.11,5.41
1.47,4.27,7.67,1.16,8.37,4.65,1.42,3.32,5.76,5.79,3.08,2.32,3.65,5.08,1.30,8.06,4.39,4.27,6.54,2.41,9.18,13.39,4.10,5.14,2.62,2.36,3.96,0.00,1.68,3.44,7.38,4.73,1.34,1.49,4.36,3.61,0.89,4.92,4.78,3.10,4.85
2.53,5.71,7.82,2.76,10.04,5.62,0.26,2.81,7.42,6.83,1.48,3.39,5.24,6.69,2.25,9.60,5.93,5.32,5.09,2.68,7.78,15.02,5.65,6.82,3.57,3.77,4.36,1.68,0.00,1.76,5.70,3.87,2.35,3.09,4.34,4.42,0.79,3.72,3.66,4.73,6.50
4.15,7.36,8.46,4.51,11.80,7.01,2.02,3.36,9.18,8.08,0.69,4.94,6.97,8.43,3.86,11.29,7.64,6.63,3.70,3.76,6.55,16.76,7.37,8.58,5.06,5.44,5.43,3.44,1.76,0.00,3.96,3.77,3.98,4.84,4.87,5.76,2.55,3.11,3.20,6.48,8.25
7.86,11.01,10.28,8.40,15.68,10.23,5.96,6.10,13.06,11.70,4.49,8.52,10.77,12.24,7.58,14.94,11.39,10.35,3.64,7.46,4.33,20.53,11.13,12.52,8.54,9.17,8.32,7.38,5.70,3.96,0.00,5.42,7.70,8.71,7.98,9.00,6.49,4.29,4.59,10.34,12.12
4.11,6.54,4.98,5.11,11.60,5.20,3.94,1.50,9.12,10.50,4.28,4.28,6.73,8.08,3.95,10.25,7.11,8.97,7.14,6.54,4.98,15.96,6.94,9.02,4.12,5.15,3.19,4.73,3.87,3.77,5.42,0.00,4.04,5.28,8.18,4.12,4.18,1.13,0.84,6.55,8.17
0.18,3.39,6.37,1.08,8.02,3.38,2.12,2.54,5.42,6.82,3.82,1.06,3.08,4.54,0.12,7.31,3.69,5.34,7.44,3.75,8.84,12.84,3.43,5.10,1.31,1.48,2.66,1.34,2.35,3.98,7.70,4.04,0.00,1.25,5.70,2.29,1.72,4.52,4.31,2.70,4.46
1.18,2.82,7.16,0.33,6.98,3.56,2.83,3.78,4.36,5.83,4.53,1.50,2.17,3.61,1.34,6.58,2.90,4.42,8.03,3.51,10.07,11.93,2.61,3.90,1.84,1.04,3.51,1.49,3.09,4.84,8.71,5.28,1.25,0.00,5.40,2.80,2.31,5.75,5.55,1.64,3.42
5.82,8.07,11.96,5.16,10.65,8.92,4.33,7.13,8.37,4.00,4.19,6.64,7.13,8.22,5.66,11.29,7.90,3.09,5.14,1.95,11.37,15.83,7.60,7.26,6.95,6.44,8.29,4.36,4.34,4.87,7.98,8.18,5.70,5.40,0.00,7.96,4.31,7.84,7.85,6.48,7.75
2.14,2.50,4.39,2.92,7.57,1.26,4.24,2.94,5.24,8.59,5.79,1.34,3.00,4.12,2.34,6.13,3.15,7.21,9.42,6.02,9.07,11.84,3.05,5.46,1.01,1.93,1.08,3.61,4.42,5.76,9.00,4.12,2.29,2.80,7.96,0.00,3.94,5.05,4.76,3.11,4.34
1.90,4.99,7.67,1.98,9.25,5.09,0.53,2.91,6.63,6.34,2.23,2.78,4.47,5.92,1.63,8.85,5.18,4.81,5.78,2.46,8.40,14.24,4.89,6.03,3.01,3.05,4.06,0.89,0.79,2.55,6.49,4.18,1.72,2.31,4.31,3.94,0.00,4.22,4.11,3.95,5.71
4.63,7.37,6.07,5.53,12.37,6.20,3.86,2.17,9.83,10.53,3.73,4.98,7.43,8.84,4.42,11.18,7.89,9.01,6.18,6.38,4.32,16.88,7.69,9.61,4.88,5.81,4.20,4.92,3.72,3.11,4.29,1.13,4.52,5.75,7.84,5.05,4.22,0.00,0.30,7.17,8.87
4.41,7.10,5.80,5.33,12.11,5.90,3.78,1.90,9.59,10.45,3.79,4.73,7.19,8.58,4.21,10.89,7.63,8.92,6.39,6.33,4.53,16.60,7.43,9.39,4.62,5.57,3.91,4.78,3.66,3.20,4.59,0.84,4.31,5.55,7.85,4.76,4.11,0.30,0.00,6.94,8.62
2.57,1.66,7.37,1.97,5.35,3.26,4.47,5.08,2.73,5.88,6.17,2.29,0.64,1.98,2.82,5.01,1.42,4.72,9.62,4.75,11.47,10.29,1.12,2.48,2.52,1.40,4.11,3.10,4.73,6.48,10.34,6.55,2.70,1.64,6.48,3.11,3.95,7.17,6.94,0.00,1.78
4.32,1.97,8.18,3.74,3.57,3.99,6.24,6.73,0.97,6.22,7.93,3.90,1.44,0.59,4.58,3.54,1.26,5.42,11.31,6.21,13.13,8.54,1.30,1.36,4.05,3.06,5.41,4.85,6.50,8.25,12.12,8.17,4.46,3.42,7.75,4.34,5.71,8.87,8.62,1.78,0.00
