unit_id,condition,age_months,brand,cosmetic_grade,functional_grade,new_price_nok,ev_repair,ev_refurbish,ev_recycle,ev_dispose,optimal_action,optimal_value
38,3,13,ElektroNor,2,2,4800.0,3.4617600000001687,853.9160000000002,256.32,-180.0,refurbish,853.9160000000002
39,3,25,NordicTech,1,3,6200.0,431.88800000000026,1278.6443750000003,366.08,-180.0,refurbish,1278.6443750000003
40,2,27,NordicTech,2,2,6200.0,-456.1112,431.73860000000025,366.08,-180.0,refurbish,431.73860000000025
41,3,22,FjordLine,3,3,2400.0,-199.07903999999985,300.61940000000004,68.16,-180.0,refurbish,300.61940000000004
42,1,39,NordicTech,1,1,6200.0,-890.0719200000001,-338.37623125,366.08,-180.0,recycle,366.08
43,4,9,NordicTech,4,4,6200.0,2802.2712319999996,2386.447358,366.08,-180.0,repair,2802.2712319999996
44,2,31,NordicTech,2,2,6200.0,-475.45359999999994,408.34580000000017,366.08,-180.0,refurbish,408.34580000000017
45,2,12,ViksTek,2,3,3600.0,-454.85759999999993,183.53192000000007,162.24,-180.0,refurbish,183.53192000000007
46,4,16,ElektroNor,3,4,4800.0,1622.7974399999998,1601.15072,256.32,-180.0,repair,1622.7974399999998
47,3,25,NordicTech,2,3,6200.0,617.3920000000004,1381.5837500000002,366.08,-180.0,refurbish,1381.5837500000002
48,4,7,FjordLine,3,4,2400.0,516.3590399999999,640.52042,68.16,-180.0,refurbish,640.52042
49,1,34,ViksTek,2,1,3600.0,-901.30224,-421.22515,162.24,-180.0,recycle,162.24
50,4,19,ElektroNor,3,4,4800.0,1552.5369599999997,1565.58848,256.32,-180.0,refurbish,1565.58848
51,3,20,ElektroNor,3,2,4800.0,48.79320000000013,871.5200000000002,256.32,-180.0,refurbish,871.5200000000002
52,2,23,ElektroNor,2,2,4800.0,-543.5831999999999,234.34160000000003,256.32,-180.0,recycle,256.32
53,3,23,NordicTech,4,2,6200.0,376.25259600000027,1290.0758,366.08,-180.0,refurbish,1290.0758
54,2,20,ViksTek,2,2,3600.0,-626.4659999999999,55.68800000000017,162.24,-180.0,recycle,162.24
55,4,6,ViksTek,4,4,3600.0,1347.785664,1234.087016,162.24,-180.0,repair,1347.785664
56,1,31,ElektroNor,1,1,4800.0,-895.75392,-380.29269999999997,256.32,-180.0,recycle,256.32
57,4,5,ElektroNor,3,4,4800.0,1880.4192000000003,1731.5455999999997,256.32,-180.0,repair,1880.4192000000003
58,4,22,ViksTek,2,5,3600.0,802.3776000000004,991.5620000000004,162.24,-180.0,refurbish,991.5620000000004
59,4,18,FjordLine,4,3,2400.0,252.67699200000013,530.328128,68.16,-180.0,refurbish,530.328128
60,2,25,FjordLine,2,2,2400.0,-730.6800000000001,-149.07999999999998,68.16,-180.0,recycle,68.16
61,2,15,NordicTech,2,2,6200.0,-398.08399999999995,501.9170000000002,366.08,-180.0,refurbish,501.9170000000002
62,3,20,ElektroNor,3,3,4800.0,493.69920000000025,1089.2480000000003,256.32,-180.0,refurbish,1089.2480000000003
63,1,25,ElektroNor,1,1,4800.0,-893.568,-373.2025,256.32,-180.0,recycle,256.32
64,4,27,ElektroNor,3,5,4800.0,1485.9744000000003,1512.6079999999997,256.32,-180.0,refurbish,1512.6079999999997
65,4,25,ViksTek,4,4,3600.0,984.1056000000003,1056.4187,162.24,-180.0,refurbish,1056.4187
66,2,35,NordicTech,1,2,6200.0,-546.969,334.3145000000001,366.08,-180.0,recycle,366.08
67,5,9,NordicTech,4,5,6200.0,3735.33904,2615.1530499999994,366.08,-180.0,repair,3735.33904
68,5,10,ElektroNor,5,5,4800.0,2793.2400000000002,1965.05,256.32,-180.0,repair,2793.2400000000002
69,3,22,ViksTek,4,3,3600.0,211.4113920000002,722.1376399999999,162.24,-180.0,refurbish,722.1376399999999
70,4,8,NordicTech,5,5,6200.0,3150.96,2521.76,366.08,-180.0,repair,3150.96
71,3,13,ViksTek,3,3,3600.0,226.7001600000002,749.6541500000004,162.24,-180.0,refurbish,749.6541500000004
72,3,20,FjordLine,3,2,2400.0,-417.73439999999994,194.36000000000007,68.16,-180.0,refurbish,194.36000000000007
73,5,13,FjordLine,5,5,2400.0,959.6639999999999,752.375,68.16,-180.0,repair,959.6639999999999
74,3,21,ElektroNor,4,3,4800.0,584.692608,1128.88436,256.32,-180.0,refurbish,1128.88436
75,3,18,ViksTek,3,4,3600.0,382.26084000000003,798.4998500000002,162.24,-180.0,refurbish,798.4998500000002
76,4,17,NordicTech,4,4,6200.0,2544.873216,2262.1982540000004,366.08,-180.0,repair,2544.873216
77,4,15,FjordLine,4,5,2400.0,589.7952,646.772,68.16,-180.0,refurbish,646.772
78,4,19,NordicTech,4,5,6200.0,2660.0249599999997,2288.5061,366.08,-180.0,repair,2660.0249599999997
79,3,19,ViksTek,4,3,3600.0,244.65638400000023,744.0837799999998,162.24,-180.0,refurbish,744.0837799999998
80,2,17,ViksTek,1,2,3600.0,-654.1464,33.672200000000174,162.24,-180.0,recycle,162.24
81,1,29,ViksTek,1,1,3600.0,-903.25056,-424.69566249999997,162.24,-180.0,recycle,162.24
82,2,36,ViksTek,3,3,3600.0,-512.1984,119.66828000000021,162.24,-180.0,recycle,162.24
83,1,37,ElektroNor,1,1,4800.0,-897.93984,-387.38290000000006,256.32,-180.0,recycle,256.32
84,3,28,ElektroNor,4,3,4800.0,482.7421440000003,1062.0564800000002,256.32,-180.0,refurbish,1062.0564800000002
85,2,8,ElektroNor,3,2,4800.0,-434.2476,348.9728,256.32,-180.0,refurbish,348.9728
86,3,28,NordicTech,4,2,6200.0,312.2206060000002,1237.2488000000003,366.08,-180.0,refurbish,1237.2488000000003
87,3,14,NordicTech,4,3,6200.0,1137.6511680000003,1679.9390600000004,366.08,-180.0,refurbish,1679.9390600000004
88,4,10,NordicTech,5,4,6200.0,2880.6400000000003,2428.0610000000006,366.08,-180.0,repair,2880.6400000000003
89,3,19,FjordLine,4,3,2400.0,-124.50854399999992,340.18951999999985,68.16,-180.0,refurbish,340.18951999999985
90,5,14,ElektroNor,5,5,4800.0,2663.736,1911.47,256.32,-180.0,repair,2663.736
91,4,19,ViksTek,4,4,3600.0,1098.9519359999997,1112.524484,162.24,-180.0,refurbish,1112.524484
92,3,31,ElektroNor,3,3,4800.0,344.5497600000002,987.2384000000002,256.32,-180.0,refurbish,987.2384000000002
93,2,29,ElektroNor,2,2,4800.0,-566.3136,206.73680000000002,256.32,-180.0,recycle,256.32
94,5,16,ElektroNor,4,5,4800.0,2497.5878399999997,1838.5327999999997,256.32,-180.0,repair,2497.5878399999997
95,4,10,NordicTech,3,4,6200.0,2512.1616000000004,2285.1990500000006,366.08,-180.0,repair,2512.1616000000004
96,4,8,NordicTech,4,4,6200.0,2834.445984,2401.978496,366.08,-180.0,repair,2834.445984
97,2,19,NordicTech,2,3,6200.0,-184.43840000000003,637.3028300000002,366.08,-180.0,refurbish,637.3028300000002
98,3,21,NordicTech,4,2,6200.0,401.86539199999993,1311.2066000000002,366.08,-180.0,refurbish,1311.2066000000002
99,5,17,NordicTech,4,5,6200.0,3413.5915199999995,2481.32465,366.08,-180.0,repair,3413.5915199999995
100,3,25,FjordLine,2,3,2400.0,-292.1759999999998,245.93,68.16,-180.0,refurbish,245.93
101,2,27,ViksTek,2,2,3600.0,-646.7016,30.966800000000134,162.24,-180.0,recycle,162.24
102,1,30,ViksTek,1,2,3600.0,-881.4702,-389.974,162.24,-180.0,recycle,162.24
103,4,25,NordicTech,3,3,6200.0,1590.5760000000007,1897.4277500000005,366.08,-180.0,refurbish,1897.4277500000005
104,4,16,ElektroNor,4,4,4800.0,1812.070272,1665.4167679999998,256.32,-180.0,repair,1812.070272
105,5,14,FjordLine,5,5,2400.0,942.7919999999999,745.25,68.16,-180.0,repair,942.7919999999999
106,2,31,ViksTek,1,2,3600.0,-689.9052,-13.275399999999905,162.24,-180.0,recycle,162.24
107,3,34,ElektroNor,2,2,4800.0,-171.56231999999986,692.888,256.32,-180.0,refurbish,692.888
108,3,25,FjordLine,2,3,2400.0,-292.1759999999998,245.93,68.16,-180.0,refurbish,245.93
109,1,24,ElektroNor,2,1,4800.0,-888.25872,-360.6952,256.32,-180.0,recycle,256.32
110,3,34,NordicTech,2,3,6200.0,478.1267200000002,1280.7023000000002,366.08,-180.0,refurbish,1280.7023000000002
111,3,21,ViksTek,3,3,3600.0,144.07872000000006,692.7705500000003,162.24,-180.0,refurbish,692.7705500000003
112,2,19,NordicTech,2,2,6200.0,-417.42639999999994,478.5242000000003,366.08,-180.0,refurbish,478.5242000000003
113,2,22,NordicTech,2,2,6200.0,-431.93319999999994,460.97960000000023,366.08,-180.0,refurbish,460.97960000000023
114,3,16,ElektroNor,3,3,4800.0,547.9353600000002,1126.3424,256.32,-180.0,refurbish,1126.3424
115,3,22,ViksTek,2,3,3600.0,22.807680000000104,624.8642000000002,162.24,-180.0,refurbish,624.8642000000002
116,4,20,ElektroNor,4,4,4800.0,1711.4438399999997,1616.60336,256.32,-180.0,repair,1711.4438399999997
117,3,11,FjordLine,3,4,2400.0,30.664320000000004,416.02054999999996,68.16,-180.0,refurbish,416.02054999999996
118,2,30,ViksTek,3,2,3600.0,-623.3969999999999,50.66600000000014,162.24,-180.0,recycle,162.24
119,1,36,ElektroNor,1,2,4800.0,-870.55512,-341.47839999999997,256.32,-180.0,recycle,256.32
120,1,29,NordicTech,2,1,6200.0,-879.35808,-309.15523749999994,366.08,-180.0,recycle,366.08
121,2,29,ViksTek,4,2,3600.0,-597.55008,72.65912000000004,162.24,-180.0,recycle,162.24
122,2,26,ElektroNor,3,2,4800.0,-510.5172,261.88160000000005,256.32,-180.0,refurbish,261.88160000000005
123,3,20,NordicTech,2,2,6200.0,187.02360000000016,1174.4600000000005,366.08,-180.0,refurbish,1174.4600000000005
124,4,6,NordicTech,3,3,6200.0,2069.4854400000004,2166.4056200000005,366.08,-180.0,refurbish,2166.4056200000005
125,4,16,ElektroNor,4,4,4800.0,1812.070272,1665.4167679999998,256.32,-180.0,repair,1812.070272
126,3,28,ElektroNor,2,4,4800.0,466.4042400000001,1035.6476,256.32,-180.0,refurbish,1035.6476
127,4,16,ViksTek,5,4,3600.0,1217.2128,1172.7104000000002,162.24,-180.0,repair,1217.2128
128,2,35,ViksTek,2,2,3600.0,-669.828,2.714000000000013,162.24,-180.0,recycle,162.24
129,2,21,NordicTech,2,1,6200.0,-655.6896,270.5475875000002,366.08,-180.0,recycle,366.08
130,1,40,ViksTek,1,1,3600.0,-906.3156,-434.68600000000004,162.24,-180.0,recycle,162.24
131,3,20,NordicTech,4,3,6200.0,1025.88624,1607.0378000000003,366.08,-180.0,refurbish,1607.0378000000003
132,2,22,ElektroNor,2,2,4800.0,-539.7947999999999,238.9424,256.32,-180.0,recycle,256.32
133,5,13,ViksTek,5,5,3600.0,1827.888,1338.6200000000001,162.24,-180.0,repair,1827.888
134,3,30,NordicTech,4,2,6200.0,286.60781000000014,1216.1180000000002,366.08,-180.0,refurbish,1216.1180000000002
135,4,11,ElektroNor,3,4,4800.0,1739.8982399999998,1660.4211199999997,256.32,-180.0,repair,1739.8982399999998
136,3,26,FjordLine,4,3,2400.0,-177.70137599999987,304.6020799999999,68.16,-180.0,refurbish,304.6020799999999
137,1,32,ViksTek,1,1,3600.0,-904.08648,-427.4203,162.24,-180.0,recycle,162.24
138,2,20,ElektroNor,2,2,4800.0,-532.218,248.14400000000018,256.32,-180.0,recycle,256.32
139,3,38,FjordLine,3,3,2400.0,-312.6201599999998,221.46260000000012,68.16,-180.0,refurbish,221.46260000000012
140,4,19,NordicTech,3,4,6200.0,2242.77504,2149.479095,366.08,-180.0,repair,2242.77504
141,3,25,ElektroNor,3,2,4800.0,2.1840000000001396,831.2,256.32,-180.0,refurbish,831.2
142,4,16,ElektroNor,5,5,4800.0,2041.776,1754.96,256.32,-180.0,repair,2041.776
143,2,25,NordicTech,1,3,6200.0,-310.96,535.1866250000002,366.08,-180.0,refurbish,535.1866250000002
144,3,25,NordicTech,4,3,6200.0,932.7488000000004,1546.28675,366.08,-180.0,refurbish,1546.28675
145,4,18,NordicTech,3,5,6200.0,2441.2704000000003,2220.5705000000007,366.08,-180.0,repair,2441.2704000000003
146,1,34,ElektroNor,2,1,4800.0,-892.39152,-373.1557,256.32,-180.0,recycle,256.32
147,5,6,FjordLine,5,5,2400.0,1077.7679999999996,802.2499999999999,68.16,-180.0,repair,1077.7679999999996
148,5,13,NordicTech,4,5,6200.0,3574.465279999999,2548.23885,366.08,-180.0,repair,3574.465279999999
149,4,15,ElektroNor,4,5,4800.0,1982.8704,1723.694,256.32,-180.0,repair,1982.8704
150,2,28,NordicTech,1,1,6200.0,-704.8242,194.39667500000007,366.08,-180.0,recycle,366.08
151,2,28,NordicTech,2,3,6200.0,-247.74079999999995,576.7739600000003,366.08,-180.0,refurbish,576.7739600000003
152,3,15,NordicTech,3,3,6200.0,976.1856000000001,1602.4958750000008,366.08,-180.0,refurbish,1602.4958750000008
153,2,30,ViksTek,1,1,3600.0,-797.646,-116.81162499999994,162.24,-180.0,recycle,162.24
154,4,21,ElektroNor,4,4,4800.0,1686.287232,1604.4000079999998,256.32,-180.0,repair,1686.287232
155,4,9,ViksTek,5,4,3600.0,1355.1071999999997,1239.3896,162.24,-180.0,repair,1355.1071999999997
156,4,20,ElektroNor,3,5,4800.0,1658.5440000000003,1597.2800000000002,256.32,-180.0,repair,1658.5440000000003
157,4,17,FjordLine,3,3,2400.0,184.76736,506.4270800000001,68.16,-180.0,refurbish,506.4270800000001
158,4,8,NordicTech,4,3,6200.0,2240.059776,2219.4083840000003,366.08,-180.0,repair,2240.059776
159,4,14,NordicTech,3,4,6200.0,2392.43424,2224.8790700000004,366.08,-180.0,repair,2392.43424
160,4,12,ViksTek,3,5,3600.0,1191.8688000000002,1163.6060000000002,162.24,-180.0,repair,1191.8688000000002
161,3,23,ElektroNor,4,4,4800.0,834.1071360000002,1219.9944199999998,256.32,-180.0,refurbish,1219.9944199999998
162,3,13,FjordLine,4,3,2400.0,-78.91468799999984,370.69304000000005,68.16,-180.0,refurbish,370.69304000000005
163,3,16,FjordLine,2,3,2400.0,-234.7718399999999,288.4064000000001,68.16,-180.0,refurbish,288.4064000000001
164,5,15,NordicTech,5,5,6200.0,3626.2000000000003,2574.7125000000005,366.08,-180.0,repair,3626.2000000000003
165,4,11,ElektroNor,4,4,4800.0,1937.853312,1726.4335279999998,256.32,-180.0,repair,1937.853312
166,5,15,NordicTech,5,5,6200.0,3626.2000000000003,2574.7125000000005,366.08,-180.0,repair,3626.2000000000003
167,2,19,NordicTech,1,2,6200.0,-478.87460000000004,422.9753000000003,366.08,-180.0,refurbish,422.9753000000003
168,2,26,NordicTech,2,1,6200.0,-668.8776,246.78927500000015,366.08,-180.0,recycle,366.08
169,3,16,ElektroNor,4,3,4800.0,657.5143680000001,1176.61856,256.32,-180.0,refurbish,1176.61856
170,2,26,FjordLine,2,1,2400.0,-822.3672,-231.8782,68.16,-180.0,recycle,68.16
171,5,9,NordicTech,5,5,6200.0,3874.7199999999993,2677.0274999999997,366.08,-180.0,repair,3874.7199999999993
172,5,10,NordicTech,5,4,6200.0,3595.1349999999998,2595.1755000000003,366.08,-180.0,repair,3595.1349999999998
173,4,10,ViksTek,2,4,3600.0,907.4976000000001,1063.9598,162.24,-180.0,refurbish,1063.9598
174,3,23,ViksTek,4,3,3600.0,200.32972800000027,714.8222600000003,162.24,-180.0,refurbish,714.8222600000003
175,3,23,ElektroNor,3,3,4800.0,453.0220800000003,1061.4272000000005,256.32,-180.0,refurbish,1061.4272000000005
176,3,16,NordicTech,2,3,6200.0,756.6572800000001,1482.4652000000006,366.08,-180.0,refurbish,1482.4652000000006
177,4,7,ElektroNor,5,5,4800.0,2287.152,1869.1699999999996,256.32,-180.0,repair,2287.152
178,1,28,ViksTek,1,2,3600.0,-880.4485199999999,-387.73839999999996,162.24,-180.0,recycle,162.24
179,1,31,FjordLine,1,1,2400.0,-911.86176,-472.73147499999993,68.16,-180.0,recycle,68.16
180,4,8,NordicTech,4,4,6200.0,2834.445984,2401.978496,366.08,-180.0,repair,2834.445984
181,4,12,ElektroNor,2,4,4800.0,1436.16576,1539.1284799999999,256.32,-180.0,refurbish,1539.1284799999999
182,4,19,NordicTech,3,5,6200.0,2409.7632,2205.1827500000004,366.08,-180.0,repair,2409.7632
183,5,25,FjordLine,5,4,2400.0,672.8399999999999,641.9374999999998,68.16,-180.0,repair,672.8399999999999
184,1,44,ElektroNor,1,1,4800.0,-900.49008,-395.6548,256.32,-180.0,recycle,256.32
185,3,19,ElektroNor,2,3,4800.0,355.0252800000002,1016.0941999999999,256.32,-180.0,refurbish,1016.0941999999999
186,4,19,NordicTech,5,4,6200.0,2582.4159999999997,2285.5739000000003,366.08,-180.0,repair,2582.4159999999997
187,3,20,NordicTech,3,3,6200.0,889.5408000000002,1543.5095000000006,366.08,-180.0,refurbish,1543.5095000000006
188,4,19,ViksTek,4,3,3600.0,778.591104,1008.9005360000001,162.24,-180.0,refurbish,1008.9005360000001
189,3,11,ViksTek,3,3,3600.0,247.35552000000018,763.8750500000002,162.24,-180.0,refurbish,763.8750500000002
190,3,20,FjordLine,3,3,2400.0,-184.88639999999987,310.5140000000002,68.16,-180.0,refurbish,310.5140000000002
191,3,28,NordicTech,2,3,6200.0,570.9702400000003,1347.9566000000004,366.08,-180.0,refurbish,1347.9566000000004
192,2,35,NordicTech,2,2,6200.0,-494.796,384.95300000000003,366.08,-180.0,refurbish,384.95300000000003
193,3,23,ViksTek,3,3,3600.0,123.42336000000022,678.5496500000005,162.24,-180.0,refurbish,678.5496500000005
194,3,20,NordicTech,3,4,6200.0,1230.7047000000002,1681.99925,366.08,-180.0,refurbish,1681.99925
195,2,20,ElektroNor,2,2,4800.0,-532.218,248.14400000000018,256.32,-180.0,recycle,256.32
196,4,16,ViksTek,5,5,3600.0,1330.224,1208.4800000000002,162.24,-180.0,repair,1330.224
197,4,8,NordicTech,3,5,6200.0,2756.3424,2374.4480000000003,366.08,-180.0,repair,2756.3424
198,4,16,FjordLine,3,4,2400.0,406.0435199999999,583.6049600000001,68.16,-180.0,refurbish,583.6049600000001
199,1,21,FjordLine,1,1,2400.0,-909.93216,-466.384225,68.16,-180.0,recycle,68.16
200,3,23,ElektroNor,4,2,4800.0,91.32518400000018,889.3832000000001,256.32,-180.0,refurbish,889.3832000000001
201,2,23,ViksTek,1,2,3600.0,-669.4716,13.551800000000114,162.24,-180.0,recycle,162.24
202,3,12,ElektroNor,4,4,4800.0,1024.3539839999999,1331.8584799999999,256.32,-180.0,refurbish,1331.8584799999999
203,3,24,ElektroNor,3,3,4800.0,439.4630400000003,1052.1536000000003,256.32,-180.0,refurbish,1052.1536000000003
204,2,30,NordicTech,1,2,6200.0,-525.6895,362.0210000000003,366.08,-180.0,recycle,366.08
205,2,42,ElektroNor,2,2,4800.0,-615.5628,146.92640000000006,256.32,-180.0,recycle,256.32
206,4,17,ElektroNor,4,4,4800.0,1786.9136640000002,1653.2134159999998,256.32,-180.0,repair,1786.9136640000002
207,5,0,ViksTek,5,5,3600.0,2148.0,1472.0000000000002,162.24,-180.0,repair,2148.0
208,3,17,NordicTech,4,4,6200.0,1458.975336,1788.4985450000001,366.08,-180.0,refurbish,1788.4985450000001
209,4,7,ViksTek,4,5,3600.0,1447.52064,1261.5674,162.24,-180.0,repair,1447.52064
210,4,25,NordicTech,4,4,6200.0,2287.4752000000003,2137.94915,366.08,-180.0,repair,2287.4752000000003
211,5,12,NordicTech,5,5,6200.0,3750.46,2625.87,366.08,-180.0,repair,3750.46
212,4,17,ViksTek,4,4,3600.0,1137.2340479999998,1131.2264120000002,162.24,-180.0,repair,1137.2340479999998
213,4,18,ViksTek,5,5,3600.0,1288.7520000000004,1189.0400000000004,162.24,-180.0,repair,1288.7520000000004
214,2,20,ElektroNor,2,2,4800.0,-532.218,248.14400000000018,256.32,-180.0,recycle,256.32
215,3,21,NordicTech,3,3,6200.0,872.21184,1531.7122250000004,366.08,-180.0,refurbish,1531.7122250000004
216,3,24,ViksTek,3,4,3600.0,308.6761200000002,753.0548000000001,162.24,-180.0,refurbish,753.0548000000001
217,3,13,NordicTech,3,2,6200.0,404.32992000000036,1338.3395000000005,366.08,-180.0,refurbish,1338.3395000000005
218,4,19,ViksTek,4,4,3600.0,1098.9519359999997,1112.524484,162.24,-180.0,refurbish,1112.524484
219,4,13,ViksTek,4,3,3600.0,875.3038080000001,1061.5712720000001,162.24,-180.0,refurbish,1061.5712720000001
220,4,23,NordicTech,5,4,6200.0,2449.8720000000003,2222.2463000000002,366.08,-180.0,repair,2449.8720000000003
221,5,0,ElektroNor,5,5,4800.0,3117.0,2099.0,256.32,-180.0,repair,3117.0
222,3,12,ElektroNor,3,3,4800.0,602.1715200000003,1163.4368,256.32,-180.0,refurbish,1163.4368
223,2,25,ViksTek,2,2,3600.0,-640.92,38.03000000000003,162.24,-180.0,recycle,162.24
224,4,22,ElektroNor,5,4,4800.0,1737.7824000000005,1633.6436,256.32,-180.0,repair,1737.7824000000005
225,4,14,NordicTech,5,5,6200.0,2941.68,2424.83,366.08,-180.0,repair,2941.68
226,5,5,ElektroNor,4,5,4800.0,2843.4911999999995,1983.1189999999997,256.32,-180.0,repair,2843.4911999999995
227,3,21,NordicTech,4,3,6200.0,1007.2587520000001,1594.8875900000003,366.08,-180.0,refurbish,1594.8875900000003
228,4,21,NordicTech,5,4,6200.0,2516.144,2253.9101,366.08,-180.0,repair,2516.144
229,2,22,ElektroNor,2,3,4800.0,-362.4287999999999,361.78376000000003,256.32,-180.0,refurbish,361.78376000000003
230,2,20,ViksTek,2,3,3600.0,-488.496,151.04120000000015,162.24,-180.0,recycle,162.24
231,4,18,NordicTech,3,4,6200.0,2272.70688,2164.55909,366.08,-180.0,repair,2272.70688
232,4,12,NordicTech,4,4,6200.0,2705.7469759999994,2339.853944,366.08,-180.0,repair,2705.7469759999994
233,2,26,ElektroNor,1,2,4800.0,-599.3796,179.19680000000008,256.32,-180.0,recycle,256.32
234,2,28,ElektroNor,2,4,4800.0,-295.2708,389.38856,256.32,-180.0,refurbish,389.38856
235,5,15,FjordLine,5,5,2400.0,925.9199999999998,738.125,68.16,-180.0,repair,925.9199999999998
236,4,9,NordicTech,5,4,6200.0,2913.776,2443.8929,366.08,-180.0,repair,2913.776
237,4,7,NordicTech,4,3,6200.0,2267.1543039999997,2233.988636,366.08,-180.0,repair,2267.1543039999997
238,4,8,ViksTek,4,3,3600.0,955.8977279999999,1105.4635520000002,162.24,-180.0,refurbish,1105.4635520000002
239,2,23,NordicTech,1,2,6200.0,-495.8981999999999,400.8101000000001,366.08,-180.0,refurbish,400.8101000000001
240,4,6,FjordLine,4,5,2400.0,714.1420800000001,706.4527999999999,68.16,-180.0,repair,714.1420800000001
241,5,13,ElektroNor,5,5,4800.0,2696.1119999999996,1924.865,256.32,-180.0,repair,2696.1119999999996
242,4,4,ElektroNor,3,3,4800.0,1456.3910400000002,1601.15072,256.32,-180.0,refurbish,1601.15072
243,4,6,ElektroNor,3,5,4800.0,2003.6832000000002,1766.624,256.32,-180.0,repair,2003.6832000000002
244,2,19,ElektroNor,2,2,4800.0,-528.4295999999999,252.74480000000005,256.32,-180.0,recycle,256.32
245,1,26,ElektroNor,1,1,4800.0,-893.9323200000001,-374.38419999999996,256.32,-180.0,recycle,256.32
246,4,16,ViksTek,5,4,3600.0,1217.2128,1172.7104000000002,162.24,-180.0,repair,1217.2128
